Complaint_No,Vehicle_Year,Vechicle_Make,Vehicle_Model,Vehicle_Color,Vehicle_Body
20121101124206,1994,Toyota                                                                ,CAMRY                         ,Black/Black                                                           ,Station Wagon                                                         
20121101133802,1999,Chevrolet                                                             ,SILVERADO                     ,White/White                                                           ,Pick-up Truck                                                         
20121101135601,1995,Ford                                                                  ,CROWN VIC                     ,Green/Green                                                           ,4-Door                                                                
20121101151504,2009,Yamaha                                                                ,                              ,White/White                                                           ,Other - VINO 50 CC SCOOTER                                            
20121101154102,1979,Pontiac                                                               ,TRANS AM                      ,Black/Black                                                           ,2-Door                                                                
20121101175700,2012,Toyota                                                                ,COROLLA                       ,Red/Red                                                               ,4-Door                                                                
20121101192602,2001,Chevrolet                                                             ,IMPALA                        ,Silver/Silver                                                         ,4-Door                                                                
20121102034302,1995,Acura                                                                 ,INTEGRA                       ,Burgundy/Burgundy                                                     ,4-Door                                                                
20121102072500,2004,General Motors Corp.                                                  ,YUKON                         ,Gray/Gray                                                             ,Sport Utility Vehicle                                                 
20121102072701,    ,Other - ZNEN                                                          ,SUN 50                        ,Blue/Blue                                                             ,Moped                                                                 
20121102073000,1998,Cadillac                                                              ,DEVILLE                       ,Cream/Cream                                                           ,4-Door                                                                
20121102105805,2001,General Motors Corp.                                                  ,DENALI                        ,Silver/Silver                                                         ,Sport Utility Vehicle                                                 
20121102165901,2009,Other - MOTOSENO                                                      ,                              ,Teal/Teal                                                             ,Moped                                                                 
20121102224402,1998,Honda                                                                 ,ACCORD                        ,White/White                                                           ,4-Door                                                                
20121102232005,2005,Ford                                                                  ,FREESTAR SEL                  ,Tan/Tan                                                               ,Van                                                                   
20121103023101,2002,Pontiac                                                               ,GRAND PRIX                    ,White/                                                                ,4-Door                                                                
20121103091100,1994,Honda                                                                 ,CIVIC                         ,Gray/Gray                                                             ,4-Door                                                                
20121103095803,1996,Honda                                                                 ,CIVIC                         ,Black/Black                                                           ,4-Door                                                                
20121103124600,2007,Saturn - G M Div                                                      ,ION                           ,Gray/Gray                                                             ,4-Door                                                                
20121103135706,2007,Chevrolet                                                             ,IMPALA                        ,Burgundy/Burgundy                                                     ,4-Door                                                                
20121103172402,2003,Honda                                                                 ,CR-V                          ,Silver/Silver                                                         ,2-Door                                                                
20121103221700,2012,Chevrolet                                                             ,MALIBU                        ,White/White                                                           ,4-Door                                                                
20121104010250,2010,Mazda                                                                 ,CX-7                          ,Gray/Gray                                                             ,4-Door                                                                
20121104030500,2003,Toyota                                                                ,AVALON                        ,Gold/Gold                                                             ,4-Door                                                                
20121104082500,2012,Other - TAO TAO                                                       ,POWERMAX 150                  ,Orange/Black                                                          ,Other - SCOOTER                                                       
20121104103700,2004,General Motors Corp.                                                  ,YUKON                         ,White/White                                                           ,Sport Utility Vehicle                                                 
20121104134001,1991,Jeep - 1989 and Newer                                                 ,LARADO                        ,Green/Green                                                           ,Sport Utility Vehicle                                                 
20121104152801,2001,Honda                                                                 ,ACCORD                        ,Black/Black                                                           ,2-Door                                                                
20121104210301,1997,Infiniti                                                              ,I30                           ,"Green, Dark/Green, Dark                                               ",4-Door                                                                
20121104211000,2010,Toyota                                                                ,COROLLA                       ,Gray/Gray                                                             ,4-Door                                                                
20121105011802,2011,Nissan                                                                ,PATHFINDER                    ,White/White                                                           ,Sport Utility Vehicle                                                 
20121105052400,1999,Honda                                                                 ,ACCORD                        ,White/White                                                           ,4-Door                                                                
20121105060801,1995,Honda                                                                 ,CIVIC                         ,Black/Black                                                           ,4-Door                                                                
20121105072303,1992,Isuzu                                                                 ,NPR                           ,White/White                                                           ,Van                                                                   
20121105075802,2005,Chevrolet                                                             ,SILVERADO                     ,White/White                                                           ,Pick-up Truck                                                         
20121105110202,2004,Dodge                                                                 ,INTREPID                      ,Gray/Gray                                                             ,4-Door                                                                
20121105113100,    ,Other - Motorino                                                      ,LAZER                         ,Red/Red                                                               ,Moped                                                                 
20121105150903,    ,Unknown                                                               ,                              ,Blue/Gray                                                             ,Moped                                                                 
20121105151602,2012,Chevrolet                                                             ,MALIBU                        ,Black/Black                                                           ,4-Door                                                                
20121105165604,2008,Kia Motors                                                            ,SORRENTO                      ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20121106062103,1998,Ford                                                                  ,CROWN VICTORIA                ,Gold/Gold                                                             ,4-Door                                                                
20121106083501,2012,Chevrolet                                                             ,COLORADO                      ,White/White                                                           ,Pick-up Truck                                                         
20121106085800,1992,Honda                                                                 ,CIVIC                         ,Red/Red                                                               ,4-Door                                                                
20121106115501,2001,Ford                                                                  ,                              ,"Blue, Light/Blue, Light                                               ",Sport Utility Vehicle                                                 
20121106150403,2007,Dodge                                                                 ,CHARGER                       ,Silver/Silver                                                         ,4-Door                                                                
20121106155903,    ,Kenworth Motor Truck Co.                                              ,B660                          ,White/White                                                           ,Semi-Tractor                                                          
20121106195902,2006,Dodge                                                                 ,CHARGER                       ,"Blue, Dark/Blue, Dark                                                 ",4-Door                                                                
20121106204400,2006,Chevrolet                                                             ,IMPALA                        ,Gray/Gray                                                             ,4-Door                                                                
20121107073503,1999,Ford                                                                  ,CROWN VIC                     ,"Blue, Dark/Blue, Dark                                                 ",4-Door                                                                
20121107121500,1997,Toyota                                                                ,4RUNNER                       ,Brown/Brown                                                           ,4-Door                                                                
20121107133902,2012,Toyota                                                                ,CAMRY                         ,Red/Red                                                               ,4-Door                                                                
20121107145701,2012,Chevrolet                                                             ,IMPALA                        ,Blue/Blue                                                             ,4-Door                                                                
20121107230102,2007,Saturn - G M Div                                                      ,ION                           ,White/                                                                ,4-Door                                                                
20121107232400,1990,Honda                                                                 ,ACCORD                        ,"Blue, Light/Blue, Light                                               ",4-Door                                                                
20121108060500,2006,Suzuki                                                                ,RENO                          ,Blue/Blue                                                             ,4-Door                                                                
20121108070901,2010,Other - PEACE                                                         ,MOPED                         ,Blue/Blue                                                             ,Moped                                                                 
20121108082100,2000,Honda                                                                 ,CIVIC                         ,"Green, Dark/Green, Dark                                               ",4-Door                                                                
20121108084101,1992,Ford                                                                  ,F150                          ,Red/Red                                                               ,Pick-up Truck                                                         
20121108113301,2003,Mitsubishi                                                            ,LANCER                        ,Gray/Gray                                                             ,4-Door                                                                
20121108123000,1992,General Motors Corp.                                                  ,JIMMY                         ,Gray/Gray                                                             ,Sport Utility Vehicle                                                 
20121108125402,2011,Chevrolet                                                             ,SUBURBAN                      ,White/White                                                           ,Sport Utility Vehicle                                                 
20121109012200,2010,Chrysler                                                              ,300,Black/Black                                                           ,4-Door                                                                
20120508151206,2000,Jaguar                                                                ,S-TYPE                        ,Gray/Gray                                                             ,4-Door                                                                
20120508201203,1998,Chevrolet                                                             ,C1500                         ,Red/Red                                                               ,Pick-up Truck                                                         
20120508205500,2010,Other - Peace Sports                                                  ,805 SERIES                    ,Burgundy/Black                                                        ,Moped                                                                 
20120508210500,2012,Toyota                                                                ,TUNDRA                        ,Black/Black                                                           ,Pick-up Truck                                                         
20120508213100,    ,Other - scooter                                                       ,SCOOTER                       ,"Blue, Light/Black                                                     ",Moped                                                                 
20120509054802,2006,Kawasaki                                                              ,ZX14                          ,"Blue, Dark/Blue, Dark                                                 ",Motorcycle                                                            
20120509081400,2006,LandRover                                                             ,LR3                           ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20120509090301,2007,Suzuki                                                                ,GSX R600                      ,Black/                                                                ,Motorcycle                                                            
20120509092301,1991,Honda                                                                 ,CIVIC                         ,Black/Black                                                           ,2-Door                                                                
20120509095600,1993,Honda                                                                 ,ACCURA                        ,Gold/Gold                                                             ,2-Door                                                                
20120509111400,1996,Mercury                                                               ,MARQUIS                       ,Red/Red                                                               ,4-Door                                                                
20120509123303,2008,Other - QIANJIANG                                                     ,X50                           ,Red/Black                                                             ,Moped                                                                 
20120509130402,1993,Honda                                                                 ,ACCORD                        ,Black/Black                                                           ,2-Door                                                                
20120509140602,1999,Ford                                                                  ,ECONOLINE                     ,White/White                                                           ,Van                                                                   
20120509141402,2011,Other - znen                                                          ,AMORE                         ,White/White                                                           ,Moped                                                                 
20120509142703,2011,Nissan                                                                ,CUBE                          ,Red/Red                                                               ,4-Door                                                                
20120509154800,1990,Lincoln                                                               ,TOWN CAR                      ,Blue/Blue                                                             ,4-Door                                                                
20120509160602,1996,Honda                                                                 ,ACCORD                        ,Gold/Gold                                                             ,2-Door                                                                
20120509173300,2003,Chrysler                                                              ,CONCORDE                      ,White/White                                                           ,4-Door                                                                
20120509212200,2005,Jeep - 1989 and Newer                                                 ,GRAND CHEROKEE                ,Blue/Blue                                                             ,4-Door                                                                
20120510000702,2008,Kia Motors                                                            ,RIO                           ,Red/Red                                                               ,4-Door                                                                
20120510003000,1993,Honda                                                                 ,ACCORD                        ,Burgundy/Burgundy                                                     ,2-Door                                                                
20120510041700,2002,Cadillac                                                              ,DEVILLE                       ,Gray/Gray                                                             ,4-Door                                                                
20120510074802,1997,Honda                                                                 ,CIVIC                         ,Burgundy/Burgundy                                                     ,4-Door                                                                
20120510075400,1994,Honda                                                                 ,ACCORD                        ,Black/Black                                                           ,4-Door                                                                
20120510102101,2012,Chevrolet                                                             ,MALIBU                        ,Silver/Silver                                                         ,4-Door                                                                
20120510155601,1997,Pontiac                                                               ,TRANS AM                      ,Green/Green                                                           ,Van                                                                   
20120510161003,2005,Pontiac                                                               ,GRAN PRIX                     ,Silver/Silver                                                         ,4-Door                                                                
20120510171000,1995,Chevrolet                                                             ,BLAZER                        ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20120510194800,2000,Cadillac                                                              ,DEVILLE                       ,Gold/Gold                                                             ,4-Door                                                                
20120510231601,2003,Lexus                                                                 ,ES300                         ,Silver/Silver                                                         ,4-Door                                                                
20120511000700,2005,Chevrolet                                                             ,IMPALA                        ,Burgundy/Burgundy                                                     ,4-Door                                                                
20120511005601,2002,Mercedes Benz                                                         ,E430                          ,Black/Black                                                           ,4-Door                                                                
20120511032002,1993,Mercury                                                               ,MARQUIS                       ,Pink/Pink                                                             ,4-Door                                                                
20120511064504,2005,Other - KYMCO                                                         ,SUPER 9                       ,Orange/Orange                                                         ,Moped                                                                 
20120511072002,1997,Honda                                                                 ,CIVIC                         ,"Green, Light/Green, Light                                             ",4-Door                                                                
20120511084701,2001,Dodge                                                                 ,CARAVAN                       ,"Blue, Dark/Blue, Dark                                                 ",Van                                                                   
20120511090502,1992,Chevrolet                                                             ,CAMERO                        ,Blue/Blue                                                             ,2-Door                                                                
20120511101200,2010,Kia Motors                                                            ,SOUL                          ,White/                                                                ,Other - MP                                                            
20120511111000,    ,Ford                                                                  ,                              ,White/White                                                           ,Van                                                                   
20120511121603,1999,Lexus                                                                 ,LS400                         ,Green/Green                                                           ,4-Door                                                                
20120511145001,1998,Mitsubishi                                                            ,DIAMANTE                      ,White/White                                                           ,4-Door                                                                
20120511230201,2000,Volvo                                                                 ,C70                           ,Gold/Gold                                                             ,2-Door                                                                
20120511235801,1996,Dodge                                                                 ,STRATUS                       ,White/White                                                           ,4-Door                                                                
20120512003804,2008,Dodge                                                                 ,CHARGER XRT                   ,Red/Red                                                               ,4-Door                                                                
20120512072201,2008,Suzuki                                                                ,GSX1300RK                     ,Black/Gray                                                            ,Motorcycle                                                            
20120512083401,1998,Subaru                                                                ,IMPREZA                       ,Green/Green                                                           ,Unknown                                                               
20120512093000,1986,Ford                                                                  ,F 150                         ,Brown/Brown                                                           ,Pick-up Truck                                                         
20120512094300,1996,Honda                                                                 ,ACCORD                        ,White/White                                                           ,2-Door                                                                
20120512103300,1994,Cadillac                                                              ,SEDAN DE VILLE                ,Bronze/Bronze                                                         ,4-Door                                                                
20120512105102,2011,Other - peace sports                                                  ,VIP FUTURE CHAMPION           ,Black/White                                                           ,Moped                                                                 
20120512112802,1994,Honda                                                                 ,CIVIC                         ,Black/Black                                                           ,3-Door Hatchback                                                      
20120512120500,2003,Chevrolet                                                             ,SILVERADO                     ,Red/Red                                                               ,Pick-up Truck                                                         
20120512123501,2002,Ford                                                                  ,F-350                         ,White/White                                                           ,Pick-up Truck                                                         
20120512125000,    ,Other - Sunny                                                         ,SCOOTER                       ,Black/Gray                                                            ,Moped                                                                 
20120512162803,1999,Dodge                                                                 ,NEON                          ,Black/Black                                                           ,4-Door                                                                
20120512212801,2005,Dodge                                                                 ,CARAVAN                       ,Green/Green                                                           ,Van                                                                   
20120512234600,2002,Dodge                                                                 ,CARAVAN                       ,Silver/Silver                                                         ,Van                                                                   
20120513005501,1999,Ford                                                                  ,F-150                         ,Silver/Silver                                                         ,Pick-up Truck                                                         
20120513074800,2000,Isuzu                                                                 ,NPR                           ,White/White                                                           ,Semi-Trailer                                                          
20120513122301,1996,Lexus                                                                 ,SC400                         ,Tan/Tan                                                               ,4-Door                                                                
20120513151100,2011,Hyundai                                                               ,SONATA                        ,Red/                                                                  ,4-Door                                                                
20120513223100,2001,Chrysler                                                              ,PT CRUISER                    ,Green/Green                                                           ,Sport Utility Vehicle                                                 
20120514001302,1989,Chevrolet                                                             ,CAPRICE                       ,Red/                                                                  ,4-Door                                                                
20120514001303,1992,Chevrolet                                                             ,CAPRICE                       ,White/Black                                                           ,4-Door                                                                
20120514032400,1995,Ford                                                                  ,RANGER                        ,Yellow/Yellow                                                         ,Pick-up Truck                                                         
20120514054001,1996,Honda                                                                 ,ACCORD                        ,Black/Black                                                           ,4-Door                                                                
20120514055200,2002,Dodge                                                                 ,CARAVAN                       ,White/White                                                           ,Van                                                                   
20120514064800,2011,Honda                                                                 ,ACCORD                        ,Black/Black                                                           ,2-Door                                                                
20120514073905,1995,Jeep - 1989 and Newer                                                 ,                              ,Brown/Brown                                                           ,Sport Utility Vehicle                                                 
20120514074402,2007,Vespa                                                                 ,GTB TOUR                      ,Gray/Gray                                                             ,Motorcycle                                                            
20120514094800,2003,Dodge                                                                 ,RAM                           ,"Blue, Light/Blue, Light                                               ",Pick-up Truck                                                         
20120514135703,2008,Vespa                                                                 ,150LX RETRO                   ,White/White                                                           ,Motorcycle                                                            
20120514140205,2000,Plymouth                                                              ,NEON                          ,Purple/Blue                                                           ,4-Door                                                                
20120514145403,1997,Dodge                                                                 ,CARAVAN                       ,Red/Red                                                               ,Van                                                                   
20120514151804,1993,Ford                                                                  ,ECONOLINE                     ,White/White                                                           ,Van                                                                   
20120514153301,1991,Ford                                                                  ,VAN                           ,White/White                                                           ,Van                                                                   
20120514162700,2003,Mercedes Benz                                                         ,S500                          ,White/White                                                           ,2-Door                                                                
20120514165703,1993,Mazda                                                                 ,MX-6 LS                       ,Silver/Silver                                                         ,2-Door                                                                
20120514231704,2002,Chevrolet                                                             ,TRAILBLAZER                   ,Beige/Beige                                                           ,4-Door                                                                
20120515101200,2009,Other - TGB                                                           ,LASER R5I                     ,Red/Red                                                               ,Moped                                                                 
20120515110100,2009,Other - Red Streak                                                    ,M80                           ,Red/Black                                                             ,Moped                                                                 
20120515115802,2000,Kia Motors                                                            ,SPORTAGE                      ,Green/Green                                                           ,Sport Utility Vehicle                                                 
20120515145702,1999,Toyota                                                                ,COROLLA                       ,Gray/Gray                                                             ,4-Door                                                                
20120515180600,1990,Honda                                                                 ,ACCORD                        ,Burgundy/Burgundy                                                     ,2-Door                                                                
20120515182603,1999,Honda                                                                 ,ACCORD                        ,Silver/Silver                                                         ,4-Door                                                                
20120516092502,2005,Mazda                                                                 ,TRIBUTE                       ,Black/Black                                                           ,Pick-up Truck                                                         
20120516101101,1989,Chevrolet                                                             ,BLAZER                        ,Blue/Gray                                                             ,Sport Utility Vehicle                                                 
20120516123503,1990,Toyota                                                                ,COROLLA                       ,Gray/Gray                                                             ,4-Door                                                                
20120516125703,2001,Suzuki                                                                ,SX4                           ,White/White                                                           ,4-Door                                                                
20120516130003,2009,Nissan                                                                ,VERSA                         ,Tan/Tan                                                               ,4-Door                                                                
20120516141701,    ,Other - MOPED                                                         ,                              ,Blue/Gray                                                             ,Other - SCOOTER                                                       
20120516143502,1995,Honda                                                                 ,CIVIC                         ,Blue/Blue                                                             ,4-Door                                                                
20120516145503,2003,Chevrolet                                                             ,TAHOE                         ,Burgundy/Burgundy                                                     ,4-Door                                                                
20120516165107,1993,Chevrolet                                                             ,PICKUP                        ,Blue/Silver                                                           ,Pick-up Truck                                                         
20120517000000,2003,General Motors Corp.                                                  ,YUKON                         ,White/White                                                           ,Sport Utility Vehicle                                                 
20120517025000,2008,Yamaha                                                                ,R6S                           ,Black/Black                                                           ,Motorcycle                                                            
20120517083903,2012,Other - TAOTAO                                                        ,VIP                           ,Black/Gray                                                            ,Moped                                                                 
20120517134800,2000,Ford                                                                  ,ECONOLINE                     ,White/White                                                           ,Van                                                                   
20120517154000,1997,Nissan                                                                ,MAXIMA                        ,Tan/Tan                                                               ,4-Door                                                                
20120517202801,    ,Unknown                                                               ,                              ,Blue/Blue                                                             ,Moped                                                                 
20120518064000,2007,Suzuki                                                                ,DR 650                        ,Blue/Blue                                                             ,Motorcycle                                                            
20120518071106,1989,Oldsmobile                                                            ,98 REGENCY                    ,Burgundy/Burgundy                                                     ,4-Door                                                                
20120518085201,1983,Chevrolet                                                             ,CAPRICE CLASSI                ,Unknown/Unknown                                                       ,4-Door                                                                
20120518122703,1957,Ford                                                                  ,THUNDERBIRD                   ,Black/Black                                                           ,2-Door                                                                
20120518133200,2012,Ford                                                                  ,FUSION                        ,Gray/Gray                                                             ,4-Door                                                                
20120518134402,2012,Jeep - 1989 and Newer                                                 ,CHEROKEE                      ,Gold/Gold                                                             ,4-Door                                                                
20120518141700,1988,Honda                                                                 ,CIVIC CRX DX                  ,Green/Green                                                           ,2-Door                                                                
20120518152903,1991,Honda                                                                 ,ACCORD                        ,Gray/Gray                                                             ,4-Door                                                                
