Complaint_No,Weapon_Type
20151125025200,Undetermined Firearm                    
20151125063500,"Personal Weapons (hands,feet,teeth,etc.)"
20151125070300,"Personal Weapons (hands,feet,teeth,etc.)"
20151125071602,Handgun                                 
20151125072301,"Personal Weapons (hands,feet,teeth,etc.)"
20151125073302,"Personal Weapons (hands,feet,teeth,etc.)"
20151125074002,Handgun                                 
20151125095300,Unknown/Not Stated                      
20151125111901,Handgun                                 
20151125121401,"Personal Weapons (hands,feet,teeth,etc.)"
20151125125001,"Personal Weapons (hands,feet,teeth,etc.)"
20151125131402,"Personal Weapons (hands,feet,teeth,etc.)"
20151125132400,"Personal Weapons (hands,feet,teeth,etc.)"
20151125143804,"Personal Weapons (hands,feet,teeth,etc.)"
20151125143804,Vehicle                                 
20151125152402,"Personal Weapons (hands,feet,teeth,etc.)"
20151125152501,"Personal Weapons (hands,feet,teeth,etc.)"
20151125152902,Other Weapon                            
20151125160205,Handgun                                 
20151125163604,Handgun                                 
20151125174403,"Personal Weapons (hands,feet,teeth,etc.)"
20151125184803,Other Weapon                            
20151125185505,Handgun                                 
20151125192100,"Personal Weapons (hands,feet,teeth,etc.)"
20151125192601,"Personal Weapons (hands,feet,teeth,etc.)"
20151125192704,Handgun                                 
20151125201200,Handgun                                 
20151125205500,"Personal Weapons (hands,feet,teeth,etc.)"
20151125212600,Not Applicable/None                     
20151125213001,"Personal Weapons (hands,feet,teeth,etc.)"
20151125215703,Undetermined Firearm                    
20151125220501,"Personal Weapons (hands,feet,teeth,etc.)"
20151125222900,"Blunt Object(club,hammer,etc)           "
20151125224301,"Personal Weapons (hands,feet,teeth,etc.)"
20151125224901,"Personal Weapons (hands,feet,teeth,etc.)"
20151125225800,Handgun                                 
20151125230401,"Personal Weapons (hands,feet,teeth,etc.)"
20151125232601,"Personal Weapons (hands,feet,teeth,etc.)"
20151125234002,"Personal Weapons (hands,feet,teeth,etc.)"
20151125235104,"Personal Weapons (hands,feet,teeth,etc.)"
20151125235802,"Personal Weapons (hands,feet,teeth,etc.)"
20151126000701,"Personal Weapons (hands,feet,teeth,etc.)"
20151126001700,"Personal Weapons (hands,feet,teeth,etc.)"
20151126002800,"Personal Weapons (hands,feet,teeth,etc.)"
20151126020800,"Personal Weapons (hands,feet,teeth,etc.)"
20151126020801,Handgun                                 
20151126021200,Handgun                                 
20151126023700,"Personal Weapons (hands,feet,teeth,etc.)"
20151126032600,Handgun                                 
20151126040201,"Personal Weapons (hands,feet,teeth,etc.)"
20151126041100,Handgun                                 
20151126043300,"Personal Weapons (hands,feet,teeth,etc.)"
20151126045300,"Personal Weapons (hands,feet,teeth,etc.)"
20151126053800,"Personal Weapons (hands,feet,teeth,etc.)"
20151126083801,Other Weapon                            
20151126091100,Other Weapon                            
20151126100000,Not Applicable/None                     
20151126102400,"Personal Weapons (hands,feet,teeth,etc.)"
20151126114901,"Personal Weapons (hands,feet,teeth,etc.)"
20151126123300,"Personal Weapons (hands,feet,teeth,etc.)"
20151126123801,Not Applicable/None                     
20151126125903,Not Applicable/None                     
20151126134101,"Personal Weapons (hands,feet,teeth,etc.)"
20151126141000,Other Weapon                            
20151126143002,Handgun                                 
20151126150802,Knife                                   
20151126165601,"Personal Weapons (hands,feet,teeth,etc.)"
20151126171700,"Personal Weapons (hands,feet,teeth,etc.)"
20151126181804,Not Applicable/None                     
20151126184900,"Personal Weapons (hands,feet,teeth,etc.)"
20151126190700,"Personal Weapons (hands,feet,teeth,etc.)"
20151126192801,"Personal Weapons (hands,feet,teeth,etc.)"
20151126195501,"Personal Weapons (hands,feet,teeth,etc.)"
20151126201401,"Personal Weapons (hands,feet,teeth,etc.)"
20151126202303,"Personal Weapons (hands,feet,teeth,etc.)"
20151126203003,Handgun                                 
20151126212301,"Personal Weapons (hands,feet,teeth,etc.)"
20151126224500,Not Applicable/None                     
20151126230600,Handgun                                 
20151126232200,Not Applicable/None                     
20151126232800,Other Cutting Instrument                
20151126232800,"Personal Weapons (hands,feet,teeth,etc.)"
20151126232900,"Personal Weapons (hands,feet,teeth,etc.)"
20151126233302,"Personal Weapons (hands,feet,teeth,etc.)"
20151126234704,"Personal Weapons (hands,feet,teeth,etc.)"
20151127001302,"Personal Weapons (hands,feet,teeth,etc.)"
20151127004101,Handgun                                 
20151127012902,"Personal Weapons (hands,feet,teeth,etc.)"
20151127015100,Handgun                                 
20151127021400,"Personal Weapons (hands,feet,teeth,etc.)"
20151127021801,Handgun                                 
20151127025900,"Personal Weapons (hands,feet,teeth,etc.)"
20151127031701,"Personal Weapons (hands,feet,teeth,etc.)"
20151127044700,Rifle                                   
20151127074800,"Blunt Object(club,hammer,etc)           "
20151127074801,"Personal Weapons (hands,feet,teeth,etc.)"
20151127084503,"Personal Weapons (hands,feet,teeth,etc.)"
20151127095702,"Personal Weapons (hands,feet,teeth,etc.)"
20151127104805,"Personal Weapons (hands,feet,teeth,etc.)"
20151127111901,Handgun                                 
20151127121901,"Personal Weapons (hands,feet,teeth,etc.)"
20151127124401,"Personal Weapons (hands,feet,teeth,etc.)"
20151127155702,"Personal Weapons (hands,feet,teeth,etc.)"
20151127170404,"Personal Weapons (hands,feet,teeth,etc.)"
20151127173202,Not Applicable/None                     
20151127181103,"Personal Weapons (hands,feet,teeth,etc.)"
20151127190900,Not Applicable/None                     
20151127191402,"Personal Weapons (hands,feet,teeth,etc.)"
20151127201400,Knife                                   
20151127201400,"Personal Weapons (hands,feet,teeth,etc.)"
20151127203000,"Personal Weapons (hands,feet,teeth,etc.)"
20151127205202,"Personal Weapons (hands,feet,teeth,etc.)"
20151127210006,Vehicle                                 
20151127215900,"Personal Weapons (hands,feet,teeth,etc.)"
20151127220802,"Personal Weapons (hands,feet,teeth,etc.)"
20151127222003,Other Weapon                            
20151127223000,"Personal Weapons (hands,feet,teeth,etc.)"
20151127224201,"Personal Weapons (hands,feet,teeth,etc.)"
20151127230800,"Personal Weapons (hands,feet,teeth,etc.)"
20151127232001,"Personal Weapons (hands,feet,teeth,etc.)"
20151127233401,"Personal Weapons (hands,feet,teeth,etc.)"
20151127234700,"Personal Weapons (hands,feet,teeth,etc.)"
20151128000602,"Personal Weapons (hands,feet,teeth,etc.)"
20151128002300,"Personal Weapons (hands,feet,teeth,etc.)"
20151128002402,"Personal Weapons (hands,feet,teeth,etc.)"
20151128005401,"Blunt Object(club,hammer,etc)           "
20151128015100,Handgun                                 
20151128022401,"Personal Weapons (hands,feet,teeth,etc.)"
20151128022501,Shotgun                                 
20151128034203,Undetermined Firearm                    
20151128051900,"Personal Weapons (hands,feet,teeth,etc.)"
20151128064601,"Personal Weapons (hands,feet,teeth,etc.)"
20151128070402,Handgun                                 
20151128071202,Shotgun                                 
20151128083502,"Personal Weapons (hands,feet,teeth,etc.)"
20151128094404,"Personal Weapons (hands,feet,teeth,etc.)"
20151128100202,"Personal Weapons (hands,feet,teeth,etc.)"
20151128100700,"Personal Weapons (hands,feet,teeth,etc.)"
20151128113000,Undetermined Firearm                    
20151128125501,Shotgun                                 
20151128130100,"Personal Weapons (hands,feet,teeth,etc.)"
20151128133201,Undetermined Firearm                    
20151128135700,"Personal Weapons (hands,feet,teeth,etc.)"
20151128135800,"Personal Weapons (hands,feet,teeth,etc.)"
20151128141402,Vehicle                                 
20151128141701,"Personal Weapons (hands,feet,teeth,etc.)"
20151128143503,"Personal Weapons (hands,feet,teeth,etc.)"
20151128143900,"Personal Weapons (hands,feet,teeth,etc.)"
20151128154200,"Personal Weapons (hands,feet,teeth,etc.)"
20151128154704,"Blunt Object(club,hammer,etc)           "
20151128164100,"Personal Weapons (hands,feet,teeth,etc.)"
20151128172302,Handgun                                 
20151128172302,Not Applicable/None                     
20151128175402,"Personal Weapons (hands,feet,teeth,etc.)"
20151128185002,Handgun                                 
20151128191903,Handgun                                 
20151128193100,"Personal Weapons (hands,feet,teeth,etc.)"
20151128194102,"Personal Weapons (hands,feet,teeth,etc.)"
20151128201001,"Personal Weapons (hands,feet,teeth,etc.)"
20151128202601,Handgun                                 
20151128204200,Handgun                                 
20151128204303,"Personal Weapons (hands,feet,teeth,etc.)"
20151128205000,"Personal Weapons (hands,feet,teeth,etc.)"
20151128211400,Shotgun                                 
20151128211400,"Personal Weapons (hands,feet,teeth,etc.)"
20151128222004,Handgun                                 
20151128222701,Handgun                                 
20151128223501,"Personal Weapons (hands,feet,teeth,etc.)"
20151128224700,Handgun                                 
20151128232503,"Blunt Object(club,hammer,etc)           "
20151128233802,Handgun                                 
20151128233900,Knife                                   
20151129001500,"Blunt Object(club,hammer,etc)           "
20151129001500,Handgun                                 
20151129013400,"Personal Weapons (hands,feet,teeth,etc.)"
20151129013600,Not Applicable/None                     
20151129013600,Handgun                                 
20151129020402,"Personal Weapons (hands,feet,teeth,etc.)"
20151129022600,"Personal Weapons (hands,feet,teeth,etc.)"
20151129030403,"Personal Weapons (hands,feet,teeth,etc.)"
20151129030701,Handgun                                 
20151129031000,"Personal Weapons (hands,feet,teeth,etc.)"
20151129031202,"Personal Weapons (hands,feet,teeth,etc.)"
20151129035701,"Personal Weapons (hands,feet,teeth,etc.)"
20151129040800,"Personal Weapons (hands,feet,teeth,etc.)"
20151129044200,"Personal Weapons (hands,feet,teeth,etc.)"
20151129044801,"Personal Weapons (hands,feet,teeth,etc.)"
20151129050800,"Personal Weapons (hands,feet,teeth,etc.)"
20151129071101,"Personal Weapons (hands,feet,teeth,etc.)"
20151129081301,"Personal Weapons (hands,feet,teeth,etc.)"
20151129081500,"Personal Weapons (hands,feet,teeth,etc.)"
20151129090103,Handgun                                 
20151129091002,"Personal Weapons (hands,feet,teeth,etc.)"
20151129103400,"Personal Weapons (hands,feet,teeth,etc.)"
20151129104303,"Personal Weapons (hands,feet,teeth,etc.)"
20151129111503,"Personal Weapons (hands,feet,teeth,etc.)"
20151129133201,"Personal Weapons (hands,feet,teeth,etc.)"
20151129145002,Handgun                                 
20151129145501,"Personal Weapons (hands,feet,teeth,etc.)"
20151129151601,"Personal Weapons (hands,feet,teeth,etc.)"
20151129152600,Handgun                                 
20151129153801,"Personal Weapons (hands,feet,teeth,etc.)"
20151129154402,"Personal Weapons (hands,feet,teeth,etc.)"
20151129155500,"Personal Weapons (hands,feet,teeth,etc.)"
20151129162700,"Personal Weapons (hands,feet,teeth,etc.)"
20151129164100,"Personal Weapons (hands,feet,teeth,etc.)"
20151129164100,"Blunt Object(club,hammer,etc)           "
20151129164101,"Personal Weapons (hands,feet,teeth,etc.)"
20151129165200,Handgun                                 
20151129165500,"Personal Weapons (hands,feet,teeth,etc.)"
20151129172903,Undetermined Firearm                    
20151129173001,"Personal Weapons (hands,feet,teeth,etc.)"
20151129192901,"Personal Weapons (hands,feet,teeth,etc.)"
20151129193006,Not Applicable/None                     
