Complaint_No,Vehicle_Year,Vechicle_Make,Vehicle_Model,Vehicle_Color,Vehicle_Body
20150628235201,2001,Audi                                                                  ,A6 2.8 QUATTRO                ,Silver/Silver                                                         ,4-Door                                                                
20150629021000,1994,BMW                                                                   ,325IC                         ,Black/Red                                                             ,2-Door                                                                
20150629065005,1998,Honda                                                                 ,CIVIC                         ,Silver/Silver                                                         ,4-Door                                                                
20150629073500,2012,Toyota                                                                ,4 RUNNER                      ,Gray/Gray                                                             ,Sport Utility Vehicle                                                 
20150629102204,2011,Chevrolet                                                             ,MALIBU LS                     ,Burgundy/Burgundy                                                     ,4-Door                                                                
20150629102701,2000,Jeep - 1989 and Newer                                                 ,WRANGLER                      ,"Blue, Dark/Blue, Dark                                                 ",Sport Utility Vehicle                                                 
20150629110902,2003,Honda                                                                 ,ACCORD                        ,Gray/Gray                                                             ,2-Door                                                                
20150629114707,2010,Toyota                                                                ,YARIS                         ,Silver/Silver                                                         ,4-Door                                                                
20150629120502,1994,Chevrolet                                                             ,S10 BLAZER                    ,Red/Red                                                               ,Sport Utility Vehicle                                                 
20150629165601,2015,Chevrolet                                                             ,IMPALA                        ,Black/Black                                                           ,4-Door                                                                
20150629175701,2005,Ford                                                                  ,CROWN VICTORIA                ,Black/Black                                                           ,4-Door                                                                
20150629175701,2001,Nissan                                                                ,MAXIMA                        ,Silver/Silver                                                         ,4-Door                                                                
20150629200101,2005,Other - MASERATI                                                      ,QUATTROPORTE Q                ,Blue/Blue                                                             ,4-Door                                                                
20150630020700,2008,Chevrolet                                                             ,MALIBU LT                     ,Blue/Blue                                                             ,4-Door                                                                
20150630053401,1996,Honda                                                                 ,ACCORD                        ,Silver/Silver                                                         ,4-Door                                                                
20150630062000,1997,Honda                                                                 ,ACCORD                        ,Gold/Gold                                                             ,4-Door                                                                
20150630080200,2010,Ford                                                                  ,FOCUS                         ,Gray/Gray                                                             ,4-Door                                                                
20150630082205,2012,Audi                                                                  ,Q5                            ,White/White                                                           ,Sport Utility Vehicle                                                 
20150630090306,2014,Other - MIKES WELDING T                                               ,FLATBED TRAILER               ,Black/Black                                                           ,Semi-Trailer                                                          
20150630104901,2012,General Motors Corp.                                                  ,TERRAIN                       ,Red/Red                                                               ,Sport Utility Vehicle                                                 
20150630105804,2006,Dodge                                                                 ,STRATUS                       ,"Green, Light/Green, Light                                             ",4-Door                                                                
20150630114104,1995,Honda                                                                 ,ACCORD                        ,"Green, Dark/Green, Dark                                               ",4-Door                                                                
20150630120801,2002,Mazda                                                                 ,PROTEGE                       ,Yellow/Yellow                                                         ,4-Door                                                                
20150630123003,2012,Other - INTERNATIONAL                                                 ,UHAUL TRUCK                   ,Yellow/Yellow                                                         ,Other - UHAUL TRUCK                                                   
20150630144706,2013,Ford                                                                  ,FIESTA                        ,Black/Black                                                           ,4-Door                                                                
20150630200500,2006,Acura                                                                 ,3.2 TL                        ,Gray/Gray                                                             ,4-Door                                                                
20150630223905,2004,Pontiac                                                               ,GRAND AM                      ,Gray/Gray                                                             ,4-Door                                                                
20150701072805,2002,Honda                                                                 ,ACCORD                        ,Gray/Gray                                                             ,4-Door                                                                
20150701073600,1995,Honda                                                                 ,ACCORD                        ,Black/Black                                                           ,2-Door                                                                
20150701075705,2003,Kia Motors                                                            ,SORENTO                       ,Blue/Blue                                                             ,Sport Utility Vehicle                                                 
20150701081603,2001,Ford                                                                  ,ECONOLINE                     ,White/White                                                           ,Van                                                                   
20150701090601,2014,Ford                                                                  ,FOCUS                         ,Silver/Silver                                                         ,4-Door                                                                
20150701091400,2014,Chevrolet                                                             ,IMPALA LTZ                    ,Black/Black                                                           ,4-Door                                                                
20150701093105,    ,Honda                                                                 ,ACCORD                        ,Gray/Gray                                                             ,4-Door                                                                
20150701103100,1987,Chevrolet                                                             ,CORVETTE                      ,Tan/Burgundy                                                          ,2-Door                                                                
20150701110805,2013,Nissan                                                                ,ALTIMA                        ,Blue/Blue                                                             ,4-Door                                                                
20150701135301,2013,Dodge                                                                 ,AVENGER                       ,Blue/Blue                                                             ,Unknown                                                               
20150701151902,2004,Kia Motors                                                            ,SEDONA                        ,Green/Green                                                           ,Van                                                                   
20150701171903,2008,Toyota                                                                ,CAMRY                         ,Black/Black                                                           ,4-Door                                                                
20150702064300,2010,Dodge                                                                 ,RAM PICK UP                   ,"Blue, Light/Tan                                                       ",Pick-up Truck                                                         
20150702072900,1999,Dodge                                                                 ,RAM 1500 VAN                  ,"Green, Dark/Green, Dark                                               ",Van                                                                   
20150702074902,2015,Kia Motors                                                            ,SOUL                          ,Silver/Silver                                                         ,Sport Utility Vehicle                                                 
20150702112103,2010,Dodge                                                                 ,CALIBER                       ,Black/Black                                                           ,4-Door                                                                
20150702140602,2014,Unknown                                                               ,VIP FUTURE CHAMPION           ,Red/Red                                                               ,Moped                                                                 
20150702184707,2008,Honda                                                                 ,CR-V                          ,Silver/Silver                                                         ,Sport Utility Vehicle                                                 
20150702225700,2003,Saab                                                                  ,93 ARC                        ,Silver/Silver                                                         ,4-Door                                                                
20150703015202,2000,Infiniti                                                              ,I 30                          ,Gold/Gold                                                             ,4-Door                                                                
20150703054601,2003,Ford                                                                  ,EXPLORER                      ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20150703102800,2001,Kia Motors                                                            ,KIA                           ,Black/Black                                                           ,4-Door                                                                
20150703143804,1988,Other - BLUEWATER                                                     ,EAGLE 18                      ,White/Blue                                                            ,Other - BOAT                                                          
20150703184203,2004,Chevrolet                                                             ,IMPALA                        ,"Blue, Dark/Blue, Dark                                                 ",4-Door                                                                
20150703200700,2014,Other - BASHAN                                                        ,TPGS805 FIT                   ,Red/White                                                             ,Moped                                                                 
20150703215800,2000,Honda                                                                 ,ACCORD                        ,White/White                                                           ,4-Door                                                                
20150703221406,2006,Ford                                                                  ,FUSION                        ,Gray/Gray                                                             ,4-Door                                                                
20150703230101,2005,Ford                                                                  ,F150                          ,Green/Gold                                                            ,Pick-up Truck                                                         
20150703230703,2013,Volkswagen                                                            ,PASSAT                        ,Silver/Silver                                                         ,4-Door                                                                
20150704015002,2008,Ford                                                                  ,ESCAPE                        ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20150704023702,2009,Honda                                                                 ,CBD 600RR                     ,Red/Black                                                             ,Motorcycle                                                            
20150704045804,2013,Chevrolet                                                             ,CAMARO                        ,Black/Black                                                           ,2-Door                                                                
20150704065300,1974,Ford                                                                  ,F150                          ,Black/Black                                                           ,Pick-up Truck                                                         
20150704090900,2011,Honda                                                                 ,ACCORD                        ,Silver/Silver                                                         ,4-Door                                                                
20150704113000,2000,Dodge                                                                 ,CARAVAN                       ,Turquoise/Turquoise                                                   ,Van                                                                   
20150704124106,2010,Dodge                                                                 ,CALIBER                       ,Black/Black                                                           ,4-Door                                                                
20150704132600,2012,Hyundai                                                               ,SONATA                        ,Blue/Blue                                                             ,4-Door                                                                
20150704182003,    ,Other - Dykon                                                         ,AK50QT-A                      ,Blue/Black                                                            ,Moped                                                                 
20150704182003,2004,Yamaha                                                                ,YW50                          ,Red/Red                                                               ,Moped                                                                 
20150704233802,2007,Toyota                                                                ,CORLLOA                       ,Gray/Gray                                                             ,4-Door                                                                
20150705073003,1996,Ford                                                                  ,CROWN VICTORIA                ,"Green, Dark/Green, Dark                                               ",4-Door                                                                
20150705081801,2008,Kia Motors                                                            ,SPECTRA                       ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20150705092501,2004,Kia Motors                                                            ,OPTIMA                        ,Gold/Gold                                                             ,4-Door                                                                
20150705103806,2009,Chrysler                                                              ,300,Silver/Silver                                                         ,4-Door                                                                
20150705104501,    ,Unknown                                                               ,                              ,White/White                                                           ,Other - GOLF CART                                                     
20150705125301,2008,Honda                                                                 ,ACCORD EX-L                   ,Silver/Silver                                                         ,4-Door                                                                
20150705220002,    ,Lexus                                                                 ,ES300                         ,Gold/                                                                 ,4-Door                                                                
20150706000802,2005,Volvo                                                                 ,JETTA GL                      ,Black/Black                                                           ,4-Door                                                                
20150706001301,2003,Chevrolet                                                             ,CAVALIER                      ,Black/Black                                                           ,4-Door                                                                
20150706005000,2001,Mercury                                                               ,SABLE                         ,Unknown/Unknown                                                       ,4-Door                                                                
20150706021201,2014,Other - Tao Tao                                                       ,SRO S-9073                    ,Red/Red                                                               ,Moped                                                                 
20150706030604,2015,Chevrolet                                                             ,MALIBU                        ,Burgundy/Burgundy                                                     ,4-Door                                                                
20150706040600,2015,BMW                                                                   ,325I                          ,Black/Black                                                           ,4-Door                                                                
20150706044300,2014,Ford                                                                  ,ESCAPE                        ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20150706053100,2014,Other - Dong                                                          ,                              ,Green/Green                                                           ,Moped                                                                 
20150706085101,2015,Chrysler                                                              ,200,Gray/Gray                                                             ,4-Door                                                                
20150706093701,2014,Subaru                                                                ,IMPREZA PREMIU                ,Silver/Silver                                                         ,4-Door                                                                
20150706094204,2006,Dodge                                                                 ,CHARGER R/T                   ,Red/Red                                                               ,4-Door                                                                
20150706101100,2013,Other - Charger                                                       ,                              ,"Green, Light/Green, Light                                             ",Moped                                                                 
20150706183304,2005,Toyota                                                                ,COROLLA                       ,Silver/Silver                                                         ,4-Door                                                                
20150706212300,1993,Nissan                                                                ,240 SX                        ,Black/Black                                                           ,2-Door                                                                
20150707052701,2004,Chevrolet                                                             ,TAHOE K1500                   ,Silver/Silver                                                         ,Sport Utility Vehicle                                                 
20150707082101,1999,Buick                                                                 ,REGAL                         ,Tan/Tan                                                               ,4-Door                                                                
20150707114701,2015,Chevrolet                                                             ,SILVERADO                     ,Silver/Silver                                                         ,Pick-up Truck                                                         
20150707115804,2015,Kia Motors                                                            ,OPTIMA                        ,Gray/Gray                                                             ,4-Door                                                                
20150707135904,2006,Volvo                                                                 ,S80                           ,Silver/Silver                                                         ,4-Door                                                                
20150707143104,2015,Chrysler                                                              ,200,Gray/Gray                                                             ,4-Door                                                                
20150707143104,2013,Chevrolet                                                             ,CAMARO                        ,Black/Black                                                           ,2-Door                                                                
20150707143104,2015,Toyota                                                                ,CAMRY                         ,Gray/Gray                                                             ,4-Door                                                                
20150707143104,2015,Jeep - 1989 and Newer                                                 ,PATRIOT                       ,Gray/Gray                                                             ,Sport Utility Vehicle                                                 
20150707163802,1999,Nissan                                                                ,MAXIMA                        ,Black/Black                                                           ,4-Door                                                                
20150707171202,2006,Dodge                                                                 ,RAM                           ,Red/Red                                                               ,4-Door                                                                
20150707171902,2014,Hyundai                                                               ,ELANTRA                       ,Silver/Silver                                                         ,4-Door                                                                
20150707174903,2004,Buick                                                                 ,REGAL LS                      ,Gold/Gold                                                             ,4-Door                                                                
20150708052300,    ,Other - SCOOTER                                                       ,                              ,Black/Black                                                           ,Moped                                                                 
20150708072101,2005,Honda                                                                 ,ACCORD                        ,Silver/Silver                                                         ,2-Door                                                                
20150708080901,1997,Honda                                                                 ,ACCORD                        ,Gold/                                                                 ,4-Door                                                                
20150708101802,2012,Ford                                                                  ,ESCORT                        ,White/White                                                           ,4-Door                                                                
20150708101802,2005,Lincoln                                                               ,NAVIGATOR                     ,White/White                                                           ,Sport Utility Vehicle                                                 
20150708123003,2014,Other - Tao Tao                                                       ,JAZZIE                        ,White/White                                                           ,Moped                                                                 
20150708125000,2015,Toyota                                                                ,COROLLA                       ,White/White                                                           ,4-Door                                                                
20150708141702,2001,Dodge                                                                 ,TRUCK                         ,White/White                                                           ,Pick-up Truck                                                         
20150708174500,2011,Honda                                                                 ,CIVIC                         ,White/White                                                           ,4-Door                                                                
20150709043200,1997,Honda                                                                 ,ACCORD                        ,Burgundy/Burgundy                                                     ,Station Wagon                                                         
20150709050800,1995,Honda                                                                 ,ACCORD                        ,Blue/Blue                                                             ,4-Door                                                                
20150709053400,1993,Chevrolet                                                             ,SUBURBAN                      ,Burgundy/Burgundy                                                     ,Sport Utility Vehicle                                                 
20150709081201,2007,Chevrolet                                                             ,EXPRESS                       ,White/White                                                           ,Van                                                                   
20150709081500,1995,Dodge                                                                 ,VAN                           ,White/White                                                           ,Van                                                                   
20150709091601,    ,Honda                                                                 ,MINIBIKE                      ,Red/White                                                             ,Motorcycle                                                            
20150709095004,1997,Mazda                                                                 ,MILLENIA                      ,"Blue, Dark/Blue, Dark                                                 ",4-Door                                                                
20150709095102,2015,Toyota                                                                ,CAMRY                         ,Black/Black                                                           ,4-Door                                                                
20150709101602,2012,International Harvester                                               ,                              ,Yellow/Yellow                                                         ,Other - 26FT BOX TRUCK                                                
20150709112401,2015,Dodge                                                                 ,CHARGER SXT                   ,Silver/Silver                                                         ,4-Door                                                                
20150709151903,2015,Buick                                                                 ,VERANO                        ,Silver/Silver                                                         ,4-Door                                                                
20150709153205,    ,BMW                                                                   ,740,Black/Black                                                           ,4-Door                                                                
20150709211004,1997,Volvo                                                                 ,960,Gold/Gold                                                             ,Station Wagon                                                         
20150710004903,1995,Dodge                                                                 ,UNKNOWN                       ,White/White                                                           ,Van                                                                   
20150710080305,2007,Ford                                                                  ,ECONOLINE VAN                 ,White/White                                                           ,Van                                                                   
20150710081006,2013,Dodge                                                                 ,JOURNEY CREW                  ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20150710124107,    ,Mitsubishi                                                            ,GALANT                        ,Silver/Silver                                                         ,4-Door                                                                
20150710131104,    ,Other - ez go                                                         ,GOLF CART                     ,White/White                                                           ,Other - golf cart                                                     
20150710135101,2007,Toyota                                                                ,CAMRY                         ,Green/Green                                                           ,4-Door                                                                
20150710135702,2012,Other - Dongfang                                                      ,REVERSE TRIKE                 ,Black/Black                                                           ,Motorcycle                                                            
20150710143105,2010,Dodge                                                                 ,CHALLENGER                    ,Black/Black                                                           ,4-Door                                                                
20150710171900,1994,Ford                                                                  ,ESCORT                        ,Green/Green                                                           ,4-Door                                                                
20150710183302,1999,Chevrolet                                                             ,MALIBU                        ,Gray/Gray                                                             ,4-Door                                                                
20150710204803,2013,Other - TAOTAO                                                        ,50CC                          ,Red/Red                                                               ,Moped                                                                 
20150710220802,2014,Toyota                                                                ,CAMRY                         ,Gray/Gray                                                             ,4-Door                                                                
20150710221300,2014,Honda                                                                 ,RUCKUS                        ,Black/Black                                                           ,Moped                                                                 
20150711074901,    ,Other - PEACE                                                         ,SPORT 50                      ,Black/Black                                                           ,Moped                                                                 
20150711083706,2013,Ford                                                                  ,F150                          ,Gray/Gray                                                             ,Pick-up Truck                                                         
20150711104001,2015,Hyundai                                                               ,SANTA FE                      ,Silver/Silver                                                         ,Sport Utility Vehicle                                                 
20150711105500,2006,Chrysler                                                              ,PT CRUISER                    ,Blue/Blue                                                             ,4-Door                                                                
20150711155602,2002,Pontiac                                                               ,GRAND AM                      ,Silver/Silver                                                         ,4-Door                                                                
20150711184702,1999,Isuzu                                                                 ,TROOPER                       ,Green/                                                                ,Sport Utility Vehicle                                                 
20150711194402,2007,Honda                                                                 ,ACCORD                        ,Black/Black                                                           ,4-Door                                                                
20150711233501,2002,Chrysler                                                              ,PT CRUISER                    ,Silver/Silver                                                         ,4-Door                                                                
20150712013303,2013,Hyundai                                                               ,ELANTRA                       ,Red/Red                                                               ,4-Door                                                                
20150712025000,2006,Suzuki                                                                ,GSX-R1000                     ,Orange/Black                                                          ,Motorcycle                                                            
20150712051301,2013,Honda                                                                 ,ACCORD                        ,Burgundy/Burgundy                                                     ,4-Door                                                                
20150712072300,2009,Chrysler                                                              ,TOWN & COUNTRY                ,Gold/Gold                                                             ,Van                                                                   
20150712080300,2011,Volkswagen                                                            ,JETTA                         ,Silver/Silver                                                         ,4-Door                                                                
20150712094403,2013,Other - TAO-TAO                                                       ,MOTOCYC                       ,Yellow/White                                                          ,Moped                                                                 
20150712124300,2002,Ford                                                                  ,CROWN VICTORIA                ,Silver/Silver                                                         ,4-Door                                                                
20150712134801,1986,Harley-Davidson                                                       ,FXR SUPERGLIDE                ,Black/Black                                                           ,Motorcycle                                                            
20150712152000,2005,Toyota                                                                ,COROLLA                       ,Black/Black                                                           ,4-Door                                                                
20150712174200,2008,Pontiac                                                               ,G6                            ,Silver/Silver                                                         ,4-Door                                                                
20150712225704,2002,Honda                                                                 ,ACCORD                        ,White/White                                                           ,4-Door                                                                
20150713005700,2007,BMW                                                                   ,328 XI                        ,Black/Black                                                           ,4-Door                                                                
20150713015401,2014,Other - Aprilia                                                       ,                              ,White/Red                                                             ,Moped                                                                 
20150713015401,    ,Other - Jazzie                                                        ,                              ,Purple/White                                                          ,Moped                                                                 
20150713072600,2002,Harley-Davidson                                                       ,XL883                         ,Black/Black                                                           ,Motorcycle                                                            
20150713090600,1988,Other - Sea Ray                                                       ,21,White/Blue                                                            ,Other - BOAT                                                          
20150713090800,2002,Honda                                                                 ,CBR600                        ,Red/Black                                                             ,Motorcycle                                                            
20150713122900,2008,Ford                                                                  ,WATER TRUCK                   ,White/White                                                           ,Other - Water Truck                                                   
20150713134300,1993,Ford                                                                  ,F150                          ,White/White                                                           ,Pick-up Truck                                                         
20150713140603,2007,Freightliner Corp                                                     ,CONVENTIONAL                  ,Blue/Blue                                                             ,Semi-Tractor                                                          
20150713140603,1999,Other - Utility                                                       ,TRAILER                       ,White/White                                                           ,Other - Trailer                                                       
20150713140603,2005,Freightliner Corp                                                     ,                              ,White/White                                                           ,Semi-Tractor                                                          
20150713150004,2015,Nissan                                                                ,ALTIMA                        ,Silver/Silver                                                         ,4-Door                                                                
20150713150603,    ,Tomas                                                                 ,                              ,Blue/Blue                                                             ,Moped                                                                 
20150713173101,2012,Honda                                                                 ,JAZZY                         ,Green/White                                                           ,Moped                                                                 
20150713182905,2014,Other - Peace Sports Moped                                            ,805,Black/Red                                                             ,Moped                                                                 
20150713183002,2004,Chrysler                                                              ,SEBRING                       ,Silver/Silver                                                         ,2-Door                                                                
20150713185801,2007,Cadillac                                                              ,CTS                           ,Silver/Silver                                                         ,4-Door                                                                
