Complaint_No,Vehicle_Year,Vechicle_Make,Vehicle_Model,Vehicle_Color,Vehicle_Body
20150210093303,2001,Chevrolet                                                             ,MALIBU                        ,Gold/Gold                                                             ,2-Door                                                                
20150210115403,2003,Chrysler                                                              ,300 M                         ,Gray/Gray                                                             ,4-Door                                                                
20150210120905,2014,Ford                                                                  ,F150                          ,Gray/Gray                                                             ,Pick-up Truck                                                         
20150211055201,2007,Chevrolet                                                             ,IMPALA                        ,White/White                                                           ,4-Door                                                                
20150211093303,2000,Jeep - 1989 and Newer                                                 ,CHEROKEE                      ,Silver/Silver                                                         ,Sport Utility Vehicle                                                 
20150211121301,2014,Other - Peace Sports                                                  ,                              ,Black/Blue                                                            ,Moped                                                                 
20150211121500,2013,Suzuki                                                                ,                              ,Blue/Blue                                                             ,4-Door                                                                
20150211152102,1993,Honda                                                                 ,CIVIC                         ,White/White                                                           ,2-Door                                                                
20150211182100,2009,Honda                                                                 ,                              ,Black/Black                                                           ,Motorcycle                                                            
20150211233802,2009,Chevrolet                                                             ,MALIBU                        ,Blue/Blue                                                             ,4-Door                                                                
20150212051300,1993,Honda                                                                 ,CIVIC                         ,Red/Red                                                               ,2-Door                                                                
20150212093100,1998,Honda                                                                 ,CIVIC                         ,Black/Black                                                           ,4-Door                                                                
20150212103303,2012,General Motors Corp.                                                  ,                              ,White/White                                                           ,Pick-up Truck                                                         
20150212113003,2014,Ford                                                                  ,MUSTANG                       ,White/White                                                           ,Sport Utility Vehicle                                                 
20150212113200,2013,Toyota                                                                ,RAV 4                         ,Gray/Gray                                                             ,Sport Utility Vehicle                                                 
20150212161201,2010,Chrysler                                                              ,300,Gray/Gray                                                             ,4-Door                                                                
20150213010600,2013,Ford                                                                  ,FIESTA                        ,Black/Black                                                           ,4-Door                                                                
20150213090304,1999,Dodge                                                                 ,DURANGO                       ,Burgundy/Burgundy                                                     ,4-Door                                                                
20150213114004,2013,Harley-Davidson                                                       ,FLSTC                         ,Blue/Silver                                                           ,Motorcycle                                                            
20150213185701,2004,Mercedes Benz                                                         ,                              ,Silver/Silver                                                         ,4-Door                                                                
20150213192303,1992,Honda                                                                 ,ACCORD EX                     ,Green/Green                                                           ,4-Door                                                                
20150213212507,2005,Volvo                                                                 ,S40 2.4I                      ,Gray/Gray                                                             ,4-Door                                                                
20150213213803,2014,Chevrolet                                                             ,CRUZ                          ,"Blue, Dark/Blue, Dark                                                 ",4-Door                                                                
20150213214902,2010,Kia Motors                                                            ,SEDONA                        ,Silver/Silver                                                         ,Van                                                                   
20150215022502,1994,Honda                                                                 ,CIVIC EX                      ,"Green, Dark/Green, Dark                                               ",4-Door                                                                
20150215183803,2009,Hyundai                                                               ,SONATA                        ,White/White                                                           ,4-Door                                                                
20150215224600,2007,Pontiac                                                               ,GRAND PRIX                    ,Brown/Brown                                                           ,4-Door                                                                
20150215224600,2007,Cadillac                                                              ,SRX                           ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20150216074102,2005,Kia Motors                                                            ,SEDONA                        ,"Blue, Light/Blue, Light                                               ",Van                                                                   
20150216081304,2001,Chrysler                                                              ,PT CRUISER                    ,Black/Black                                                           ,Van                                                                   
20150216083003,2006,General Motors Corp.                                                  ,YUKON                         ,Gray/Gray                                                             ,Sport Utility Vehicle                                                 
20150216084003,2014,Toyota                                                                ,CORROLLA                      ,Green/Green                                                           ,4-Door                                                                
20150216110502,2015,Nissan                                                                ,ALTIMA                        ,Beige/Beige                                                           ,4-Door                                                                
20150216112806,1990,Acura                                                                 ,2S                            ,"Blue, Light/Blue, Light                                               ",2-Door                                                                
20150216125806,2006,Pontiac                                                               ,VIBE                          ,White/White                                                           ,Unknown                                                               
20150216162101,2008,Dodge                                                                 ,RAM                           ,White/White                                                           ,Pick-up Truck                                                         
20150216190903,1995,Toyota                                                                ,CAMRY                         ,Black/Black                                                           ,4-Door                                                                
20150217132003,2006,Honda                                                                 ,ACCORD                        ,Silver/Silver                                                         ,4-Door                                                                
20150217145501,2010,Mazda                                                                 ,3,White/White                                                           ,4-Door                                                                
20150217170502,1990,Honda                                                                 ,CIVIC                         ,White/White                                                           ,4-Door                                                                
20150217190403,2011,Nissan                                                                ,CUBE                          ,White/White                                                           ,Sport Utility Vehicle                                                 
20150217234700,1992,Mercury                                                               ,GRAND MARQUIS                 ,Green/Green                                                           ,4-Door                                                                
20150218015102,2012,Ford                                                                  ,F150                          ,Silver/Silver                                                         ,4-Door                                                                
20150218064403,2015,Jeep - 1989 and Newer                                                 ,WRANGLER SPORT                ,Gray/Gray                                                             ,Sport Utility Vehicle                                                 
20150218093103,1998,Plymouth                                                              ,VOYAGER                       ,"Green, Dark/Green, Dark                                               ",Van                                                                   
20150218173001,2002,Toyota                                                                ,CAMRY                         ,Gold/Gold                                                             ,4-Door                                                                
20150218182901,1999,Chevrolet                                                             ,SILVERADO                     ,Black/Black                                                           ,Pick-up Truck                                                         
20150219072400,2014,Toyota                                                                ,COROLLA BSE/LE  4S            ,Black/Black                                                           ,4-Door                                                                
20150219105103,1996,Honda                                                                 ,ACCORD                        ,Gray/Gray                                                             ,4-Door                                                                
20150219131000,2006,General Motors Corp.                                                  ,                              ,Orange/White                                                          ,Other - U-HAUL ENCLOSED BOX TRUCK                                     
20150219170201,1993,Nissan                                                                ,ALTIMA                        ,Gray/Gray                                                             ,4-Door                                                                
20150220153003,1994,Honda                                                                 ,PASSPORT                      ,Red/Red                                                               ,Sport Utility Vehicle                                                 
20150220160703,2003,Suzuki                                                                ,XL7                           ,Black/                                                                ,Sport Utility Vehicle                                                 
20150221033501,2001,Saturn - G M Div                                                      ,L200                          ,Black/Black                                                           ,4-Door                                                                
20150221104203,1999,Honda                                                                 ,CIVIC                         ,White/White                                                           ,2-Door                                                                
20150221124800,2003,Nissan                                                                ,                              ,Blue/Blue                                                             ,4-Door                                                                
20150221181200,2011,Chrysler                                                              ,300 L                         ,Blue/Blue                                                             ,4-Door                                                                
20150221202002,2013,General Motors Corp.                                                  ,                              ,White/White                                                           ,Pick-up Truck                                                         
20150221202205,2013,Toyota                                                                ,COROLLA                       ,Gray/Gray                                                             ,4-Door                                                                
20150222002502,2000,Chevrolet                                                             ,IMPALA                        ,Red/Red                                                               ,4-Door                                                                
20150222040201,2015,Chevrolet                                                             ,MALIBU                        ,White/White                                                           ,4-Door                                                                
20150222053900,2002,Mercury                                                               ,MOUNTAINEER                   ,Green/Gold                                                            ,Sport Utility Vehicle                                                 
20150222070303,2010,Dodge                                                                 ,AVENGER                       ,White/White                                                           ,4-Door                                                                
20150222071400,1998,Ford                                                                  ,F150                          ,Burgundy/Burgundy                                                     ,Pick-up Truck                                                         
20150222085004,2002,Toyota                                                                ,COROLLA                       ,White/White                                                           ,4-Door                                                                
20150222110901,2009,Hyundai                                                               ,SONATA                        ,Silver/Silver                                                         ,4-Door                                                                
20150222115303,1997,Honda                                                                 ,ACCORD                        ,Green/Green                                                           ,4-Door                                                                
20150222123101,2014,Toyota                                                                ,CAMRY                         ,White/White                                                           ,4-Door                                                                
20150222124507,1996,Honda                                                                 ,ACCORD                        ,Green/Green                                                           ,4-Door                                                                
20150222191400,2007,Cadillac                                                              ,DTS                           ,Cream/Cream                                                           ,4-Door                                                                
20150222203500,2003,BMW                                                                   ,X5                            ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20150222211800,2011,Infiniti                                                              ,G25                           ,Blue/Blue                                                             ,4-Door                                                                
20150223101403,    ,Other - EFFEX                                                         ,                              ,Black/Gold                                                            ,Moped                                                                 
20150223101800,2010,Yamaha                                                                ,YDRE3                         ,White/White                                                           ,Recreational Vehicle                                                  
20150223112001,2015,Toyota                                                                ,CAMRY                         ,Gray/Gray                                                             ,4-Door                                                                
20150223132002,2007,General Motors Corp.                                                  ,BOX TRUCK                     ,White/White                                                           ,Other - BOX TIRUCK 24FT                                               
20150223141104,2013,Dodge                                                                 ,CHALLENGER                    ,Gray/Gray                                                             ,2-Door                                                                
20150223152503,    ,Acura                                                                 ,INTEGRA                       ,White/White                                                           ,4-Door                                                                
20150223181301,2005,Cadillac                                                              ,STS                           ,Burgundy/Burgundy                                                     ,4-Door                                                                
20150223194700,1998,Chrysler                                                              ,CONCORDE                      ,Black/Black                                                           ,4-Door                                                                
20150223200700,2015,Hyundai                                                               ,ELANTRA                       ,Black/Black                                                           ,4-Door                                                                
20150223201001,2006,Volkswagen                                                            ,JETTA                         ,Black/Black                                                           ,4-Door                                                                
20150223202002,2014,Ford                                                                  ,F-150                         ,White/White                                                           ,Pick-up Truck                                                         
20150223222003,1997,Nissan                                                                ,ALTIMA                        ,Black/Black                                                           ,4-Door                                                                
20150224061100,    ,Other - POCKET                                                        ,50CC                          ,Red/Red                                                               ,Motorcycle                                                            
20150224071002,2005,Hyundai                                                               ,TIBURON                       ,Black/Black                                                           ,2-Door                                                                
20150224103609,2015,Chevrolet                                                             ,MALIBU                        ,Gold/Gold                                                             ,4-Door                                                                
20150224175801,1998,Honda                                                                 ,CIVIC                         ,Green/Green                                                           ,2-Door                                                                
20150225065400,2014,Mitsubishi                                                            ,MIRAGE                        ,Pink/Pink                                                             ,4-Door                                                                
20150225081501,1997,Honda                                                                 ,ACCORD                        ,Green/Green                                                           ,4-Door                                                                
20150225081601,1997,Toyota                                                                ,AVALON                        ,"Blue, Light/Blue, Light                                               ",4-Door                                                                
20150225082200,2004,Lincoln                                                               ,LS                            ,Gold/Gold                                                             ,4-Door                                                                
20150225091402,2007,Saturn - G M Div                                                      ,ION                           ,Black/Black                                                           ,4-Door                                                                
20150225110905,2014,Ford                                                                  ,EDGE                          ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20150225114001,2015,Chevrolet                                                             ,TAHOE                         ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20150225152812,2004,Mazda                                                                 ,RX-8                          ,Gray/Gray                                                             ,2-Door                                                                
20150225153303,1992,Honda                                                                 ,CIVIC                         ,"Blue, Dark/Blue, Dark                                                 ",4-Door                                                                
20150225165005,1999,Lexus                                                                 ,400,"Blue, Dark/Blue, Dark                                                 ",4-Door                                                                
20150225211901,2007,Saturn - Independent                                                  ,AURA XE                       ,"Blue, Dark/Blue, Dark                                                 ",4-Door                                                                
20150225212300,1988,Volvo                                                                 ,740 GL                        ,"Blue, Dark/Blue, Dark                                                 ",4-Door                                                                
20150225225402,2011,Kia Motors                                                            ,RIO                           ,White/White                                                           ,4-Door                                                                
20150226040701,1996,Honda                                                                 ,ACCORD                        ,Beige/Beige                                                           ,4-Door                                                                
20150226103904,2005,Dodge                                                                 ,RAM 1500                      ,Blue/Blue                                                             ,Pick-up Truck                                                         
20150226111802,1999,Chevrolet                                                             ,1500,Silver/Silver                                                         ,Pick-up Truck                                                         
20150226123306,1999,Chevrolet                                                             ,ASTRO                         ,Gold/Gold                                                             ,Van                                                                   
20150226141608,2002,Buick                                                                 ,SENTRY                        ,Gold/Gold                                                             ,4-Door                                                                
20150226154201,1997,Honda                                                                 ,ACCORD                        ,Gray/Gray                                                             ,4-Door                                                                
20150226154800,1994,Lincoln                                                               ,TOWN CAR                      ,Burgundy/Burgundy                                                     ,4-Door                                                                
20150226181101,1996,Honda                                                                 ,ACCORD                        ,"Green, Dark/Green, Dark                                               ",4-Door                                                                
20150226193304,2010,Chevrolet                                                             ,IMPALA                        ,Silver/Silver                                                         ,4-Door                                                                
20150227044602,2013,Toyota                                                                ,PRIUS                         ,Black/Black                                                           ,4-Door                                                                
20150227063600,1999,Dodge                                                                 ,DURANGO                       ,Blue/Blue                                                             ,Sport Utility Vehicle                                                 
20150227071507,    ,Other - Big Tex Trailer                                               ,BIG TEX                       ,Black/Black                                                           ,Other - DUMP TRAILER                                                  
20150227073102,2004,Pontiac                                                               ,GRAND PRIX                    ,Gray/Gray                                                             ,4-Door                                                                
20150227100401,2006,Kia Motors                                                            ,OPTIMA                        ,Black/Black                                                           ,4-Door                                                                
20150227141203,2015,LandRover                                                             ,RANGE ROVER SPORT             ,Black/White                                                           ,Sport Utility Vehicle                                                 
20150227180500,2005,Buick                                                                 ,LESABRE                       ,Gold/Gold                                                             ,4-Door                                                                
20150227200400,1998,Nissan                                                                ,QUEST                         ,Black/Black                                                           ,Van                                                                   
20150227204801,2011,Kia Motors                                                            ,SPRENTO EX                    ,Burgundy/Burgundy                                                     ,Sport Utility Vehicle                                                 
20150228024902,2007,Ford                                                                  ,500,Gray/Gray                                                             ,4-Door                                                                
20150228025400,2006,Dodge                                                                 ,MAGNUM                        ,Gray/Gray                                                             ,4-Door                                                                
20150228043501,2001,Ford                                                                  ,CROWN VICTORIA                ,White/White                                                           ,4-Door                                                                
20150228105203,2004,Chrysler                                                              ,TOWN AND COUNTRY              ,Gray/Gray                                                             ,Van                                                                   
20150228175002,1994,Honda                                                                 ,CIVIC                         ,White/                                                                ,2-Door                                                                
20150228200400,2005,Ford                                                                  ,TAURUS                        ,Gray/Gray                                                             ,4-Door                                                                
20150228224904,2007,Nissan                                                                ,ALTIMA                        ,Gray/Gray                                                             ,4-Door                                                                
20150301003302,1998,Acura                                                                 ,INTEGRA                       ,Blue/Blue                                                             ,4-Door                                                                
20150301110901,2012,LandRover                                                             ,RANGE ROVER                   ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20150301152602,2001,Nissan                                                                ,ALTIMA                        ,Gray/Gray                                                             ,4-Door                                                                
20150301203402,1996,Honda                                                                 ,ACCORD                        ,Green/Green                                                           ,4-Door                                                                
20150301220301,2006,Lincoln                                                               ,ZEPHYR                        ,Silver/Silver                                                         ,4-Door                                                                
20150302083704,2001,Dodge                                                                 ,DURANGO                       ,Gold/Gold                                                             ,Sport Utility Vehicle                                                 
20150302101000,1999,Ford                                                                  ,F150                          ,White/Black                                                           ,Pick-up Truck                                                         
20150302130603,2013,Ford                                                                  ,FOCUS                         ,Black/Black                                                           ,4-Door                                                                
20150302133700,2012,Dodge                                                                 ,AVENGER                       ,White/White                                                           ,4-Door                                                                
20150302145803,2013,Nissan                                                                ,ALTIMA                        ,Gray/Gray                                                             ,2-Door                                                                
20150302155101,2013,Chevrolet                                                             ,CRUZE                         ,Blue/Blue                                                             ,4-Door                                                                
20150302162905,2000,Honda                                                                 ,CIVIC                         ,Gray/Gray                                                             ,4-Door                                                                
20150302180708,2008,Kia Motors                                                            ,RIO                           ,Black/Black                                                           ,4-Door                                                                
20150302195901,2005,Volvo                                                                 ,S60                           ,White/White                                                           ,4-Door                                                                
20150302232901,2013,Volvo                                                                 ,                              ,White/White                                                           ,4-Door                                                                
20150303021704,1994,Honda                                                                 ,CIVIC DX                      ,White/White                                                           ,3-Door Hatchback                                                      
20150303043700,2011,Toyota                                                                ,4RUNNER                       ,Black/Black                                                           ,4-Door                                                                
20150303081701,2003,Ford                                                                  ,WINDSTAR                      ,Blue/Blue                                                             ,Van                                                                   
20150303091302,1997,Chevrolet                                                             ,SILVERADO                     ,Burgundy/Burgundy                                                     ,Pick-up Truck                                                         
20150303112201,2006,Toyota                                                                ,COROLLA                       ,Silver/Silver                                                         ,4-Door                                                                
20150303211100,2014,Nissan                                                                ,SENTRA                        ,Black/Black                                                           ,4-Door                                                                
20150303214503,2013,Other - DONGFANG                                                      ,MC_D150TKB                    ,Silver/Silver                                                         ,Motorcycle                                                            
20150304025101,1998,Lincoln                                                               ,NAVIGATOR                     ,Green/Green                                                           ,Sport Utility Vehicle                                                 
20150304064802,1995,Toyota                                                                ,COROLLA                       ,Beige/Beige                                                           ,4-Door                                                                
20150304072404,1999,Ford                                                                  ,F350                          ,White/White                                                           ,Pick-up Truck                                                         
20150304081512,2005,Ford                                                                  ,ECONOLINE                     ,White/White                                                           ,Van                                                                   
20150304082100,2005,Ford                                                                  ,ECONOLINE                     ,"Blue, Dark/Blue, Dark                                                 ",Van                                                                   
20150304092102,2003,Ford                                                                  ,F450                          ,White/White                                                           ,Pick-up Truck                                                         
20150304092102,1992,Chevrolet                                                             ,SILVERADO                     ,Red/Red                                                               ,Pick-up Truck                                                         
20150304110903,2003,Honda                                                                 ,PILOT                         ,Silver/Silver                                                         ,Sport Utility Vehicle                                                 
20150304131000,2003,Honda                                                                 ,CIVIC                         ,Silver/Silver                                                         ,4-Door                                                                
20150304135504,2013,Kia Motors                                                            ,OPTIMA                        ,Silver/Silver                                                         ,4-Door                                                                
20150304141800,2012,Jeep - 1989 and Newer                                                 ,LIBERTY                       ,Gray/Gray                                                             ,4-Door                                                                
20150304144107,2013,Nissan                                                                ,MAXIMA                        ,White/White                                                           ,4-Door                                                                
20150304171002,1999,Saab                                                                  ,3-Sep,"Blue, Light/Blue, Light                                               ",4-Door                                                                
20150304210900,2004,Ford                                                                  ,F150                          ,Burgundy/Burgundy                                                     ,Pick-up Truck                                                         
20150305081100,2002,Chrysler                                                              ,SEABRING LX                   ,White/White                                                           ,4-Door                                                                
20150305090704,2000,Plymouth                                                              ,VOYAGER                       ,Green/Green                                                           ,Van                                                                   
20150305103204,1999,Honda                                                                 ,ACCORD                        ,Beige/Beige                                                           ,4-Door                                                                
20150305115802,2013,Ford                                                                  ,FUSION                        ,Silver/Silver                                                         ,4-Door                                                                
20150305144606,2009,Dodge                                                                 ,JOURNEY                       ,Green/Green                                                           ,4-Door                                                                
20150305152803,2014,Hyundai                                                               ,ELANTRA                       ,Silver/Silver                                                         ,4-Door                                                                
20150305210904,2007,Toyota                                                                ,SCION                         ,Black/Black                                                           ,4-Door                                                                
20150306041503,1998,Ford                                                                  ,MUSTANG                       ,Black/Black                                                           ,2-Door                                                                
20150306073104,2001,Subaru                                                                ,LEGACY OUTBACK                ,"Blue, Dark/Tan                                                        ",4-Door                                                                
