Complaint_No,Vehicle_Year,Vechicle_Make,Vehicle_Model,Vehicle_Color,Vehicle_Body
20130705124702,2001,Chevrolet                                                             ,BLAZER                        ,Red/Red                                                               ,Sport Utility Vehicle                                                 
20130705140900,2012,Honda                                                                 ,CIVIC EX                      ,Silver/Silver                                                         ,4-Door                                                                
20130705141001,2002,Audi                                                                  ,S4                            ,Black/Black                                                           ,4-Door                                                                
20130705162200,2012,Other - SNAPPER ZERO TURN SELF PROPELLED                              ,"150, 22HP,52"" CUT             ",Red/Red                                                               ,Other - ZERO TURN SNAPPER SELF PROPELLED                              
20130706024900,1999,Cadillac                                                              ,ESCALADE                      ,Gold/Gold                                                             ,Sport Utility Vehicle                                                 
20130706061000,2001,Chevrolet                                                             ,ASTRO VAN                     ,White/White                                                           ,Van                                                                   
20130706062100,1995,Oldsmobile                                                            ,EIGHTY EIGHT                  ,Gray/Gray                                                             ,4-Door                                                                
20130706063901,1991,Mercury                                                               ,GRAND MARQUIS                 ,Silver/Silver                                                         ,4-Door                                                                
20130706105801,2007,Lexus                                                                 ,LSX                           ,Gray/Gray                                                             ,4-Door                                                                
20130706123002,2006,Ford                                                                  ,FUSION                        ,Burgundy/Burgundy                                                     ,4-Door                                                                
20130706133603,2007,BMW                                                                   ,328I                          ,Black/Black                                                           ,4-Door                                                                
20130706153001,2010,Jeep - 1989 and Newer                                                 ,COMPASS                       ,Orange/Orange                                                         ,Sport Utility Vehicle                                                 
20130706164403,2005,Honda                                                                 ,ELEMENT                       ,Orange/Gray                                                           ,Other - box shapped                                                   
20130706191202,2007,Nissan                                                                ,FRONTIER                      ,Burgundy/Burgundy                                                     ,Pick-up Truck                                                         
20130706214401,1993,Nissan                                                                ,MAXIMA                        ,Red/Red                                                               ,4-Door                                                                
20130707074201,2007,Nissan                                                                ,TITAN                         ,Silver/Silver                                                         ,Pick-up Truck                                                         
20130707112102,2009,Dodge                                                                 ,CHARGER                       ,Black/Black                                                           ,4-Door                                                                
20130707171100,1997,Acura                                                                 ,3.5RL                         ,Purple/Purple                                                         ,4-Door                                                                
20130707193501,2006,Pontiac                                                               ,G6                            ,Gray/Gray                                                             ,4-Door                                                                
20130707202500,2005,Jeep - 1989 and Newer                                                 ,GRAND CHEROKEE                ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20130707222201,2000,Nissan                                                                ,MAXIMA                        ,Tan/Tan                                                               ,4-Door                                                                
20130708024900,    ,Yamaha                                                                ,WR250                         ,Blue/Blue                                                             ,Motorcycle                                                            
20130708024900,1998,Honda                                                                 ,XR650L                        ,White/White                                                           ,Motorcycle                                                            
20130708025801,2006,Dodge                                                                 ,CARAVAN                       ,"Green, Light/Green, Light                                             ",Van                                                                   
20130708053801,2001,Chevrolet                                                             ,TAHOE                         ,Gray/Gray                                                             ,Sport Utility Vehicle                                                 
20130708065000,2002,Toyota                                                                ,COROLLA                       ,Tan/Tan                                                               ,4-Door                                                                
20130708072903,2007,Lexus                                                                 ,RX350                         ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20130708080300,2005,Honda                                                                 ,CIVIC                         ,"Blue, Dark/Blue, Dark                                                 ",4-Door                                                                
20130708083401,1998,Dodge                                                                 ,CARAVAN                       ,"Green, Dark/Green, Dark                                               ",Van                                                                   
20130708092301,    ,Honda                                                                 ,CIVIC DX                      ,"Green, Dark/Green, Dark                                               ",4-Door                                                                
20130708092905,2005,Dodge                                                                 ,RAM                           ,White/White                                                           ,Pick-up Truck                                                         
20130708120800,2013,Dodge                                                                 ,JOURNEY                       ,Silver/Silver                                                         ,Sport Utility Vehicle                                                 
20130708124503,2004,Chevrolet                                                             ,CAVALIER                      ,"Green, Dark/Green, Dark                                               ",4-Door                                                                
20130708135702,1991,Cadillac                                                              ,SEVILLE                       ,Gold/Gold                                                             ,4-Door                                                                
20130708153701,2013,Ford                                                                  ,F150                          ,Gray/Gray                                                             ,Pick-up Truck                                                         
20130708163100,2013,Dodge                                                                 ,JOURNEY                       ,White/White                                                           ,Sport Utility Vehicle                                                 
20130708165202,1999,Lincoln                                                               ,TOWN CAR                      ,Tan/Tan                                                               ,4-Door                                                                
20130708185202,1989,Other - WACO                                                          ,PONTOON BOAT                  ,White/Silver                                                          ,Other - Pontoon Boat                                                  
20130709081602,2012,Dodge                                                                 ,CARAVAN                       ,Gray/Gray                                                             ,Van                                                                   
20130709081701,1990,Honda                                                                 ,CIVIC                         ,Black/Black                                                           ,4-Door                                                                
20130709113604,1999,Chevrolet                                                             ,                              ,White/White                                                           ,Pick-up Truck                                                         
20130709114702,2001,Toyota                                                                ,COROLLA                       ,Black/Black                                                           ,4-Door                                                                
20130709124803,2013,Dodge                                                                 ,CHARGER                       ,Silver/Silver                                                         ,4-Door                                                                
20130709152502,1996,Honda                                                                 ,ACCORD                        ,Black/Black                                                           ,4-Door                                                                
20130709165304,2006,Chevrolet                                                             ,COBALT                        ,Blue/Blue                                                             ,4-Door                                                                
20130709195002,1998,Buick                                                                 ,CENTURY                       ,"Green, Dark/Green, Dark                                               ",4-Door                                                                
20130709202801,2006,Honda                                                                 ,CIVIC                         ,"Blue, Dark/Blue, Dark                                                 ",4-Door                                                                
20130709224001,1990,Ford                                                                  ,F150                          ,White/White                                                           ,Pick-up Truck                                                         
20130710083606,2001,Jeep - 1989 and Newer                                                 ,CHEROKEE SPORT                ,Silver/Silver                                                         ,Sport Utility Vehicle                                                 
20130710090108,1995,Nissan                                                                ,ALTIMA                        ,Gold/Gold                                                             ,4-Door                                                                
20130710094602,2000,Jeep - 1989 and Newer                                                 ,GRAND CHEROKEE                ,Gray/Gray                                                             ,Sport Utility Vehicle                                                 
20130710122903,2007,Pontiac                                                               ,G6                            ,Gray/Gray                                                             ,4-Door                                                                
20130710161800,    ,Other - SCHWINN                                                       ,                              ,Orange/Black                                                          ,Moped                                                                 
20130710163002,2012,Chrysler                                                              ,300,Black/Black                                                           ,4-Door                                                                
20130710163801,2000,Ford                                                                  ,EXPLORER                      ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20130710164702,    ,Other - PEACE SPORTS                                                  ,MOPED                         ,Red/Red                                                               ,Moped                                                                 
20130710212101,2004,Toyota                                                                ,CAMRY LE                      ,Silver/Silver                                                         ,4-Door                                                                
20130711043803,2003,Honda                                                                 ,CBR600F4                      ,Gray/Red                                                              ,Motorcycle                                                            
20130711055900,1997,Mercury                                                               ,GRAND MARQUIS                 ,White/White                                                           ,4-Door                                                                
20130711071602,1983,Chevrolet                                                             ,CARPRISE                      ,Burgundy/Burgundy                                                     ,4-Door                                                                
20130711075200,1998,Caterpillar Tractor                                                   ,416C                          ,Yellow/Yellow                                                         ,Other - Backhoe                                                       
20130711090804,1994,Honda                                                                 ,ACCORD                        ,Burgundy/Burgundy                                                     ,4-Door                                                                
20130711092600,1996,Oldsmobile                                                            ,CUTLASS                       ,Brown/Brown                                                           ,4-Door                                                                
20130711092601,2013,General Motors Corp.                                                  ,YUKON                         ,White/White                                                           ,Sport Utility Vehicle                                                 
20130711093102,    ,Cadillac                                                              ,ATS                           ,Blue/Blue                                                             ,4-Door                                                                
20130711105406,2011,Ford                                                                  ,TAURUS                        ,Red/Red                                                               ,4-Door                                                                
20130711105600,2013,Chrysler                                                              ,200LX                         ,Blue/Blue                                                             ,4-Door                                                                
20130711105602,2012,Nissan                                                                ,ALTIMA                        ,Black/Black                                                           ,4-Door                                                                
20130711115401,2000,Ford                                                                  ,WINDSTAR                      ,Burgundy/Burgundy                                                     ,Van                                                                   
20130711131004,2001,Nissan                                                                ,MAXIMA                        ,Gold/Gold                                                             ,4-Door                                                                
20130711154700,1999,Dodge                                                                 ,DURANGO                       ,Silver/Silver                                                         ,Sport Utility Vehicle                                                 
20130711185104,    ,Unknown                                                               ,MOPED                         ,Black/Black                                                           ,Moped                                                                 
20130711195001,    ,Unknown                                                               ,TRAILER                       ,Black/Black                                                           ,Other - Trailer                                                       
20130711221501,2008,Chevrolet                                                             ,IMPALA                        ,Gray/Gray                                                             ,4-Door                                                                
20130712074400,1997,Toyota                                                                ,COROLLA                       ,Black/Black                                                           ,4-Door                                                                
20130712074702,2001,Dodge                                                                 ,CARAVAN                       ,Blue/Blue                                                             ,Van                                                                   
20130712075500,2000,Dodge                                                                 ,INTREPID                      ,Green/Green                                                           ,4-Door                                                                
20130712081103,    ,Toyota                                                                ,CORROLA                       ,Black/Black                                                           ,4-Door                                                                
20130712100203,1972,Chevrolet                                                             ,IMPALLA                       ,White/Blue                                                            ,2-Door                                                                
20130712101304,2009,Nissan                                                                ,MAXIMA                        ,Green/Green                                                           ,4-Door                                                                
20130712130701,1999,Ford                                                                  ,TAURUS                        ,White/White                                                           ,4-Door                                                                
20130712163901,1996,Other - Cole                                                          ,CAMPER                        ,White/White                                                           ,Other - pop-up camper                                                 
20130712210101,2012,Chevrolet                                                             ,CAMERO                        ,Black/Black                                                           ,2-Door                                                                
20130712213101,2001,BMW                                                                   ,X5                            ,Black/Black                                                           ,4-Door                                                                
20130712214502,    ,Other - Peace                                                         ,                              ,Black/Black                                                           ,Moped                                                                 
20130712232403,2007,Ford                                                                  ,FUSION                        ,Black/Black                                                           ,4-Door                                                                
20130713004801,1998,Chevrolet                                                             ,GMT-400                       ,Green/Green                                                           ,Pick-up Truck                                                         
20130713004801,    ,Unknown                                                               ,TORRO                         ,Red/Red                                                               ,Farm Tractor                                                          
20130713015003,2002,Ford                                                                  ,                              ,Red/Red                                                               ,Pick-up Truck                                                         
20130713030700,2005,Pontiac                                                               ,G6                            ,Silver/Silver                                                         ,4-Door                                                                
20130713031803,2010,Dodge                                                                 ,CHALLENGER                    ,Red/Red                                                               ,4-Door                                                                
20130713034300,    ,Toyota                                                                ,COROLLA                       ,White/White                                                           ,4-Door                                                                
20130713044101,2013,Toyota                                                                ,COROLLA                       ,White/White                                                           ,4-Door                                                                
20130713061300,1999,Volkswagen                                                            ,BEETLE                        ,Black/Black                                                           ,2-Door                                                                
20130713124901,2004,Volvo                                                                 ,S60                           ,Silver/Silver                                                         ,4-Door                                                                
20130713143800,1995,Buick                                                                 ,PARK AVENUE                   ,"Green, Dark/Green, Dark                                               ",4-Door                                                                
20130713143802,1995,Jeep - 1989 and Newer                                                 ,GRAND CHEROKEE                ,Green/Green                                                           ,Sport Utility Vehicle                                                 
20130713161600,2008,Kia Motors                                                            ,SPECTRA                       ,Burgundy/Burgundy                                                     ,4-Door                                                                
20130713163202,1997,Jeep - 1989 and Newer                                                 ,GRAND CHEROKEE                ,Gray/Gray                                                             ,Sport Utility Vehicle                                                 
20130713183602,2006,Kawasaki                                                              ,EX650A                        ,Black/Red                                                             ,Motorcycle                                                            
20130713184303,2013,Dodge                                                                 ,CHARGER                       ,White/White                                                           ,4-Door                                                                
20130714102000,2000,Ford                                                                  ,F150                          ,White/White                                                           ,Pick-up Truck                                                         
20130714132700,2007,Chevrolet                                                             ,IMPALA                        ,Gold/Gold                                                             ,4-Door                                                                
20130714152802,2008,Mercedes Benz                                                         ,SLK280                        ,Silver/Silver                                                         ,2-Door                                                                
20130714155003,1991,Chevrolet                                                             ,GMT-400                       ,Gray/Gray                                                             ,Pick-up Truck                                                         
20130714193002,1995,Nissan                                                                ,MAXIMA                        ,Purple/Purple                                                         ,4-Door                                                                
20130714210804,2007,Mercedes Benz                                                         ,S550                          ,Silver/Silver                                                         ,4-Door                                                                
20130715025301,    ,Kawasaki                                                              ,MULE                          ,"Green, Dark/Silver                                                    ",Other - ATV                                                           
20130715033001,1997,Lincoln                                                               ,TOWN CAR EXECUTIVE            ,Gold/Gold                                                             ,4-Door                                                                
20130715050700,2007,Ford                                                                  ,F-150                         ,Black/Black                                                           ,Pick-up Truck                                                         
20130715053601,1999,Ford                                                                  ,CROWN VICTORIA                ,White/White                                                           ,4-Door                                                                
20130715110901,2001,Ford                                                                  ,                              ,White/                                                                ,Van                                                                   
20130715112606,1999,Ford                                                                  ,TAURUS                        ,White/White                                                           ,4-Door                                                                
20130715143902,2012,Chevrolet                                                             ,IMPALA                        ,Gray/Gray                                                             ,4-Door                                                                
20130715144900,1995,Toyota                                                                ,CAMRY                         ,Green/Green                                                           ,4-Door                                                                
20130715153505,2008,Kia Motors                                                            ,AMANTI                        ,Black/Black                                                           ,4-Door                                                                
20130715183405,2012,Honda                                                                 ,ODYSSEY                       ,White/White                                                           ,Sport Utility Vehicle                                                 
20130716052400,2002,Yamaha                                                                ,ZUMA                          ,Silver/Silver                                                         ,Moped                                                                 
20130716061101,2012,Mini                                                                  ,RANGE PICKER                  ,Green/Green                                                           ,Other - Range Picker golf cart                                        
20130716080600,2000,Yamaha                                                                ,TTR-250                       ,"Blue, Dark/Blue, Dark                                                 ",Motorcycle                                                            
20130716084402,2013,Dodge                                                                 ,JOURNEY                       ,Blue/Blue                                                             ,4-Door                                                                
20130716110205,2007,Dodge                                                                 ,CHARGER                       ,Silver/Silver                                                         ,4-Door                                                                
20130716110800,2007,Toyota                                                                ,CAMERY                        ,White/White                                                           ,4-Door                                                                
20130716131000,1996,Oldsmobile                                                            ,CUTLAS SUPREME                ,Tan/Tan                                                               ,4-Door                                                                
20130716142204,2013,Toyota                                                                ,RAV 4                         ,Silver/Silver                                                         ,Sport Utility Vehicle                                                 
20130716162204,2001,Ford                                                                  ,F-150                         ,"Blue, Dark/Blue, Dark                                                 ",Pick-up Truck                                                         
20130716172902,1991,Ford                                                                  ,CROWN VICTORIA                ,Cream/Cream                                                           ,4-Door                                                                
20130716183403,2007,Suzuki                                                                ,GSXR600                       ,Red/Red                                                               ,Motorcycle                                                            
20130716212005,2002,Nissan                                                                ,ALITMA                        ,"Green, Light/Green, Light                                             ",4-Door                                                                
20130716224604,2000,Cadillac                                                              ,ESCALADE                      ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20130717061900,2005,Dodge                                                                 ,CARAVAN                       ,Silver/Silver                                                         ,Van                                                                   
20130717064100,2003,Dodge                                                                 ,DAKOTA                        ,Black/Black                                                           ,4-Door                                                                
20130717074900,    ,Other - KYMCO                                                         ,ZX                            ,Gold/Gold                                                             ,Moped                                                                 
20130717081300,2012,Other - SCOOTER                                                       ,JLI50T-12A                    ,Red/Black                                                             ,Other - SCOOTER                                                       
20130717082700,2007,Dodge                                                                 ,CARAVAN                       ,White/White                                                           ,Van                                                                   
20130717084301,1998,Dodge                                                                 ,VAN                           ,Burgundy/Burgundy                                                     ,Van                                                                   
20130717084302,2001,Dodge                                                                 ,CARAVAN                       ,Silver/Silver                                                         ,Van                                                                   
20130717090605,2009,Other - moped                                                         ,MOTOFINO                      ,Yellow/Black                                                          ,Moped                                                                 
20130717101901,2012,Other - King Ring                                                     ,JLI50T-12A                    ,Red/Black                                                             ,Moped                                                                 
20130717101901,    ,Yamaha                                                                ,ZUMMA                         ,Black/Gray                                                            ,Moped                                                                 
20130717102504,    ,Other - TAO TAO                                                       ,                              ,Black/Red                                                             ,Moped                                                                 
20130717110000,2007,Dodge                                                                 ,NITRO                         ,Silver/Silver                                                         ,Sport Utility Vehicle                                                 
20130717110601,1994,Ford                                                                  ,CROWN VICTORIA                ,White/White                                                           ,4-Door                                                                
20130717111600,2007,Chrysler                                                              ,TOWN & COUNTRY                ,"Green, Dark/Green, Dark                                               ",Van                                                                   
20130717121101,    ,Other - Raptor                                                        ,                              ,Yellow/Yellow                                                         ,Moped                                                                 
20130717130004,2011,Yamaha                                                                ,SCOOTER                       ,White/Beige                                                           ,Other - scooter                                                       
20130717132903,2006,Ford                                                                  ,ECONOLINE                     ,White/White                                                           ,Van                                                                   
20130717150601,2010,Chevrolet                                                             ,MALIBU                        ,Bronze/Bronze                                                         ,4-Door                                                                
20130717162903,2002,Nissan                                                                ,ALTIMA                        ,"Green, Light/Green, Light                                             ",4-Door                                                                
20130717204007,2002,Pontiac                                                               ,GRAND PRIX                    ,Brown/Brown                                                           ,2-Door                                                                
20130717210201,1999,Jeep - 1989 and Newer                                                 ,CHEROKEE                      ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20130717214001,2005,Dodge                                                                 ,NEON SXT                      ,Blue/Blue                                                             ,4-Door                                                                
20130718064102,1993,Honda                                                                 ,CIVIC                         ,Black/Black                                                           ,2-Door                                                                
20130718115900,2000,Pontiac                                                               ,GRAND PRIX                    ,"Green, Dark/Green, Dark                                               ",4-Door                                                                
20130718124601,2001,Mazda                                                                 ,B2300                         ,White/White                                                           ,Pick-up Truck                                                         
20130718144301,2013,Ford                                                                  ,EXPLORER                      ,White/White                                                           ,Sport Utility Vehicle                                                 
20130718181500,2000,Dodge                                                                 ,CARAVAN                       ,Green/Green                                                           ,Van                                                                   
20130718231501,2000,Ford                                                                  ,FOCUS                         ,Silver/Silver                                                         ,4-Door                                                                
20130719023602,1999,Ford                                                                  ,EXPLORER                      ,Orange/Orange                                                         ,Sport Utility Vehicle                                                 
20130719043901,2005,Ford                                                                  ,EXPLORER                      ,Red/Red                                                               ,Sport Utility Vehicle                                                 
20130719092603,    ,Other - VIP FUTURE CHAMPION                                           ,150 CC                        ,Blue/Blue                                                             ,Moped                                                                 
20130719104104,2013,Kia Motors                                                            ,SORENTO                       ,Silver/Silver                                                         ,Sport Utility Vehicle                                                 
20130719104703,1974,Ford                                                                  ,F600                          ,Blue/Blue                                                             ,Other - single axle                                                   
20130719124605,2009,Nissan                                                                ,QUEST                         ,Blue/Blue                                                             ,Van                                                                   
20130719152701,2009,Kawasaki                                                              ,KSF450B9FB                    ,Black/Black                                                           ,Other - ATV                                                           
20130719152701,2009,Honda                                                                 ,KSF90A9S                      ,Red/Red                                                               ,Other - ATV                                                           
20130719172701,2012,Other - Bashan                                                        ,TPGS-808                      ,Black/White                                                           ,Moped                                                                 
20130719183302,2010,Hyundai                                                               ,ELANTRA                       ,Black/Black                                                           ,4-Door                                                                
20130719192904,2000,Ford                                                                  ,RANGER                        ,White/White                                                           ,Pick-up Truck                                                         
20130719212100,1997,Jeep - 1989 and Newer                                                 ,GRAND CHEROKEE                ,Gray/Gray                                                             ,Sport Utility Vehicle                                                 
20130719215902,1999,Harley-Davidson                                                       ,FAT BOY                       ,Orange/Orange                                                         ,Motorcycle                                                            
