Complaint_No,Vehicle_Year,Vechicle_Make,Vehicle_Model,Vehicle_Color,Vehicle_Body
20130215003303,2003,Buick                                                                 ,CENTURY                       ,Burgundy/Burgundy                                                     ,4-Door                                                                
20130215012100,2012,Mazda                                                                 ,6 DA6 I                       ,Black/Black                                                           ,4-Door                                                                
20130215020300,1996,Honda                                                                 ,ACCORD                        ,White/White                                                           ,4-Door                                                                
20130215083902,2002,Chrysler                                                              ,300,Silver/Silver                                                         ,4-Door                                                                
20130215093802,1999,Honda                                                                 ,CIVIC                         ,Black/Black                                                           ,4-Door                                                                
20130215140301,1998,Toyota                                                                ,SIENNA                        ,Unknown/                                                              ,Van                                                                   
20130215154402,2012,Mitsubishi                                                            ,GALANT                        ,Red/Red                                                               ,4-Door                                                                
20130215230101,2000,Nissan                                                                ,PATHFINDER                    ,Silver/Silver                                                         ,Sport Utility Vehicle                                                 
20130216012003,1993,Dodge                                                                 ,RAM                           ,Red/Silver                                                            ,Pick-up Truck                                                         
20130216063400,1994,Honda                                                                 ,CIVIC                         ,White/White                                                           ,4-Door                                                                
20130216112400,2006,Isuzu                                                                 ,ASCENDER                      ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20130216133302,2002,BMW                                                                   ,745I                          ,Gray/Gray                                                             ,4-Door                                                                
20130216173901,1995,Honda                                                                 ,CIVIC                         ,Teal/Teal                                                             ,2-Door                                                                
20130216185700,1996,Ford                                                                  ,TAURUS                        ,Tan/Tan                                                               ,Station Wagon                                                         
20130216210300,2001,Infiniti                                                              ,I30                           ,Green/Green                                                           ,4-Door                                                                
20130216214704,2004,Honda                                                                 ,CIVIC                         ,"Blue, Dark/Blue, Dark                                                 ",4-Door                                                                
20130217032200,1997,Suzuki                                                                ,GSX-R750                      ,Beige/Black                                                           ,Motorcycle                                                            
20130217104001,2013,Hyundai                                                               ,ACCENT                        ,Silver/Silver                                                         ,4-Door                                                                
20130217104501,1997,Toyota                                                                ,COROLLA                       ,Black/Black                                                           ,4-Door                                                                
20130217115402,2004,Audi                                                                  ,TT                            ,Silver/Silver                                                         ,2-Door                                                                
20130217121100,2003,General Motors Corp.                                                  ,                              ,Red/Red                                                               ,Pick-up Truck                                                         
20130217152803,2001,Ford                                                                  ,ECONOLINE VAN                 ,White/White                                                           ,Van                                                                   
20130217154701,2000,Mazda                                                                 ,TRIBUTE                       ,Silver/Silver                                                         ,Sport Utility Vehicle                                                 
20130217195801,1993,Chrysler                                                              ,TOWN AND COUNTRY              ,White/White                                                           ,Van                                                                   
20130217205000,2001,Yamaha                                                                ,YZFR1                         ,Gray/White                                                            ,Motorcycle                                                            
20130217214700,2003,Lincoln                                                               ,LS                            ,Brown/Brown                                                           ,4-Door                                                                
20130218070602,2003,Mitsubishi                                                            ,MONTRERO                      ,White/White                                                           ,Sport Utility Vehicle                                                 
20130218090101,2004,Nissan                                                                ,MAXIMA                        ,Silver/Silver                                                         ,4-Door                                                                
20130218100404,2006,Ford                                                                  ,                              ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20130218124602,1998,Ford                                                                  ,CROWN VICTORIA                ,Silver/Silver                                                         ,4-Door                                                                
20130218142000,2012,Dodge                                                                 ,CHALLENGER                    ,Gray/Gray                                                             ,2-Door                                                                
20130218184804,2002,Chevrolet                                                             ,IMPALA                        ,Silver/Silver                                                         ,4-Door                                                                
20130219013500,2000,Chevrolet                                                             ,MALIBU                        ,Purple/Purple                                                         ,4-Door                                                                
20130219082902,1997,Mercury                                                               ,MOUNTAINEER                   ,Green/Green                                                           ,4-Door                                                                
20130219182000,1999,Dodge                                                                 ,INTREPID                      ,Gray/Gray                                                             ,4-Door                                                                
20130220070100,1999,Jeep - 1989 and Newer                                                 ,CHEROKEE                      ,Burgundy/Burgundy                                                     ,Sport Utility Vehicle                                                 
20130220070500,2006,Dodge                                                                 ,RAM TRUCK                     ,Blue/Blue                                                             ,Pick-up Truck                                                         
20130220075502,2009,Toyota                                                                ,CAMRY                         ,Gold/Gold                                                             ,4-Door                                                                
20130220091100,2013,Lexus                                                                 ,GS 350                        ,Blue/Blue                                                             ,4-Door                                                                
20130220093502,2006,Dodge                                                                 ,DURANGO                       ,Silver/Silver                                                         ,Sport Utility Vehicle                                                 
20130220094800,1998,Honda                                                                 ,CIVIC                         ,Blue/                                                                 ,4-Door                                                                
20130220111002,2013,Ford                                                                  ,ESCAPE                        ,Silver/Silver                                                         ,Sport Utility Vehicle                                                 
20130220150804,2006,LandRover                                                             ,RANGE ROVER                   ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20130220172902,2008,Nissan                                                                ,ALTIMA                        ,Gray/Gray                                                             ,4-Door                                                                
20130220205500,2011,Porsche                                                               ,PANAMERA                      ,Silver/Silver                                                         ,4-Door                                                                
20130221100603,2003,Nissan                                                                ,ALTIMA                        ,Gold/Gold                                                             ,4-Door                                                                
20130221142102,2006,Suzuki                                                                ,FORENZA                       ,Gold/Gold                                                             ,4-Door                                                                
20130221142602,1995,Buick                                                                 ,PARK AVE                      ,"Green, Dark/Green, Dark                                               ",4-Door                                                                
20130221163000,1999,Ford                                                                  ,CONTOUR                       ,"Green, Dark/Green, Dark                                               ",4-Door                                                                
20130221214400,2009,Yamaha                                                                ,XC50YL                        ,"Blue, Dark/Blue, Dark                                                 ",Moped                                                                 
20130222093101,1997,Honda                                                                 ,CIVIC                         ,"Green, Dark/Green, Dark                                               ",4-Door                                                                
20130222125901,1995,Mitsubishi                                                            ,3000 GT                       ,Black/Black                                                           ,2-Door                                                                
20130222131303,2008,Honda                                                                 ,FIT                           ,Blue/Blue                                                             ,4-Door                                                                
20130222145200,2013,Kia Motors                                                            ,SORENTO                       ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20130223085905,1999,Honda                                                                 ,ACCORD                        ,White/White                                                           ,4-Door                                                                
20130223124000,1993,Cadillac                                                              ,DEVILLE                       ,Silver/Silver                                                         ,4-Door                                                                
20130224050200,1996,Honda                                                                 ,CIVIC                         ,White/White                                                           ,4-Door                                                                
20130224054500,1999,Honda                                                                 ,ACCORD                        ,Gray/Gray                                                             ,4-Door                                                                
20130224145003,1999,Jeep - 1989 and Newer                                                 ,CHEROKEE                      ,Black/Black                                                           ,4-Door                                                                
20130224163901,2009,Vespa                                                                 ,PIAGGIO  FLY/S50              ,Silver/Gray                                                           ,Moped                                                                 
20130225055300,1998,Nissan                                                                ,MAXIMA                        ,Burgundy/Burgundy                                                     ,4-Door                                                                
20130225062200,2006,Ford                                                                  ,TAURUS                        ,White/White                                                           ,4-Door                                                                
20130225084202,2007,Other - International                                                 ,8000 SERIES                   ,White/White                                                           ,Semi-Tractor                                                          
20130225120800,1995,Honda                                                                 ,CIVIC                         ,"Blue, Light/Blue, Light                                               ",4-Door                                                                
20130225142704,1998,Honda                                                                 ,ACCORD                        ,White/White                                                           ,4-Door                                                                
20130225150603,2005,Chrysler                                                              ,300`                          ,"Blue, Dark/Blue, Dark                                                 ",4-Door                                                                
20130225155900,2007,Saturn - Independent                                                  ,AURA XE                       ,Black/Black                                                           ,4-Door                                                                
20130225175900,2003,Lincoln                                                               ,NAVIGATOR                     ,Silver/Silver                                                         ,Sport Utility Vehicle                                                 
20130225215402,2000,Cadillac                                                              ,DEVILLE                       ,Gray/Gray                                                             ,4-Door                                                                
20130226024801,    ,Unknown                                                               ,                              ,Gray/Black                                                            ,Moped                                                                 
20130226094005,2000,Oldsmobile                                                            ,SILHOUETTE                    ,Copper/Copper                                                         ,Van                                                                   
20130226103505,2003,BMW                                                                   ,754I                          ,Silver/Silver                                                         ,4-Door                                                                
20130226160502,    ,Unknown                                                               ,                              ,Gray/Black                                                            ,Moped                                                                 
20130226191300,2003,Saturn - G M Div                                                      ,4S L200                       ,Silver/Silver                                                         ,4-Door                                                                
20130227084101,2012,Dodge                                                                 ,AVENGER                       ,Gray/Gray                                                             ,4-Door                                                                
20130227101401,2012,Toyota                                                                ,CAMRY                         ,Silver/Silver                                                         ,4-Door                                                                
20130227101604,1997,Honda                                                                 ,CR500                         ,Red/White                                                             ,Moped                                                                 
20130227105205,2013,General Motors Corp.                                                  ,TERRAIN                       ,Silver/Silver                                                         ,Sport Utility Vehicle                                                 
20130227110602,1992,Lincoln                                                               ,TOWN CAR                      ,Gray/Gray                                                             ,4-Door                                                                
20130227152003,2000,Jeep - 1989 and Newer                                                 ,GRAND CHEROKEE                ,"Green, Dark/Green, Dark                                               ",Sport Utility Vehicle                                                 
20130228060901,2008,Chrysler                                                              ,TOWN AND COUNTRY              ,Burgundy/Burgundy                                                     ,Van                                                                   
20130228085804,2006,Suzuki                                                                ,XL7                           ,Silver/Silver                                                         ,Sport Utility Vehicle                                                 
20130228103700,1999,General Motors Corp.                                                  ,JIMMY                         ,Gold/Gold                                                             ,Sport Utility Vehicle                                                 
20130228105502,2003,Ford                                                                  ,EXPLORER                      ,"Green, Light/Green, Light                                             ",Sport Utility Vehicle                                                 
20130228202001,1986,Pontiac                                                               ,PARISIENNE                    ,"Blue, Light/Blue, Light                                               ",4-Door                                                                
20130301004901,2006,Jaguar                                                                ,XK8                           ,"Blue, Dark/Blue, Light                                                ",2-Door                                                                
20130301025602,1996,Cadillac                                                              ,DEVILLE                       ,Gold/Gold                                                             ,4-Door                                                                
20130301082201,2005,Suzuki                                                                ,FORENZA                       ,Red/Red                                                               ,4-Door                                                                
20130301084803,2011,Chevrolet                                                             ,SUBURBAN                      ,Gray/Gray                                                             ,Sport Utility Vehicle                                                 
20130301085002,2012,Nissan                                                                ,ALTIMA                        ,Black/Black                                                           ,4-Door                                                                
20130301113700,1994,Ford                                                                  ,F-250                         ,Red/Red                                                               ,Pick-up Truck                                                         
20130301200100,2013,Chevrolet                                                             ,CAMARO                        ,Yellow/Yellow                                                         ,2-Door                                                                
20130301220400,2008,Mercedes Benz                                                         ,CLS550                        ,White/White                                                           ,4-Door                                                                
20130301221900,2003,Mazda                                                                 ,PROTEGE                       ,Blue/Blue                                                             ,4-Door                                                                
20130302023201,2004,Chevrolet                                                             ,AVALANCHE                     ,Burgundy/Burgundy                                                     ,Pick-up Truck                                                         
20130302074501,1996,Honda                                                                 ,ACCORD                        ,Gray/Gray                                                             ,4-Door                                                                
20130302104000,2000,Dodge                                                                 ,INTREPID                      ,Blue/Blue                                                             ,4-Door                                                                
20130302113500,2005,Pontiac                                                               ,GRAND PRIX                    ,Silver/Silver                                                         ,4-Door                                                                
20130302124401,2000,Cadillac                                                              ,SEVILLE                       ,Silver/Silver                                                         ,4-Door                                                                
20130302143305,2013,Chevrolet                                                             ,CAPTIVA                       ,Silver/Silver                                                         ,4-Door                                                                
20130303002101,2001,Toyota                                                                ,SIENNA                        ,Silver/Silver                                                         ,Van                                                                   
20130303004303,2007,Lexus                                                                 ,ES350                         ,Pink/Pink                                                             ,4-Door                                                                
20130303031201,2013,Chevrolet                                                             ,TERRAIN                       ,White/White                                                           ,Sport Utility Vehicle                                                 
20130303034702,1993,Chevrolet                                                             ,CAPRICE                       ,"Blue, Light/Blue, Light                                               ",4-Door                                                                
20130303044001,2012,Chrysler                                                              ,300,Blue/Blue                                                             ,4-Door                                                                
20130303044201,2000,Chevrolet                                                             ,MALIBU                        ,White/White                                                           ,4-Door                                                                
20130303045600,2000,Cadillac                                                              ,DEVILLE                       ,Green/Green                                                           ,4-Door                                                                
20130303095201,1997,Honda                                                                 ,ACCORD                        ,Tan/Tan                                                               ,4-Door                                                                
20130303113200,2005,Dodge                                                                 ,CARAVAN                       ,Blue/Blue                                                             ,Van                                                                   
20130303113702,1989,Chrysler                                                              ,LEBARON                       ,Black/Red                                                             ,2-Door                                                                
20130303135501,2000,Dodge                                                                 ,                              ,Burgundy/Burgundy                                                     ,Van                                                                   
20130303151801,1990,Chevrolet                                                             ,CAPRICE                       ,Blue/Blue                                                             ,4-Door                                                                
20130303160602,2004,Cadillac                                                              ,DEVILLE                       ,Gold/Gold                                                             ,4-Door                                                                
20130304010800,2002,Saturn - G M Div                                                      ,SL1                           ,Tan/Tan                                                               ,4-Door                                                                
20130304022501,2001,Toyota                                                                ,CAMRY                         ,Tan/Tan                                                               ,4-Door                                                                
20130304065001,2006,Chevrolet                                                             ,SILVERADO                     ,White/White                                                           ,Pick-up Truck                                                         
20130304080702,2001,Dodge                                                                 ,RAM                           ,Black/Black                                                           ,Pick-up Truck                                                         
20130304090503,1995,Honda                                                                 ,CIVIC                         ,Green/Green                                                           ,4-Door                                                                
20130304125601,1999,Honda                                                                 ,CIVIC                         ,Red/Red                                                               ,2-Door                                                                
20130304154702,1965,Ford                                                                  ,F100                          ,Purple/Purple                                                         ,Pick-up Truck                                                         
20130304155403,2002,Ford                                                                  ,MUSTANG                       ,Blue/Blue                                                             ,4-Door                                                                
20130304161603,2000,General Motors Corp.                                                  ,                              ,Unknown/Unknown                                                       ,Other - U HAUL MOVING VAN                                             
20130304182510,2011,Dodge                                                                 ,CHARGER                       ,White/White                                                           ,Other - Police Interceptor                                            
20130304192301,2009,Dodge                                                                 ,JOURNEY                       ,Gray/Gray                                                             ,Pick-up Truck                                                         
20130304202800,2004,Chevrolet                                                             ,TRAILBLAZER                   ,"Blue, Dark/Blue, Dark                                                 ",Sport Utility Vehicle                                                 
20130304231600,2005,Cadillac                                                              ,DEVILLE                       ,Gold/Gold                                                             ,4-Door                                                                
20130305003502,1985,Oldsmobile                                                            ,CUTLASS                       ,"Blue, Dark/Blue, Dark                                                 ",2-Door                                                                
20130305054900,1995,Ford                                                                  ,CROWN VICTORIA                ,"Blue, Light/Blue, Light                                               ",4-Door                                                                
20130305055200,2004,Dodge                                                                 ,INTREPID                      ,Silver/Silver                                                         ,4-Door                                                                
20130305071501,1996,Chrysler                                                              ,CARAVAN                       ,Gold/Gold                                                             ,Van                                                                   
20130305074101,2004,Chrysler                                                              ,SEBRINE                       ,Red/Red                                                               ,2-Door                                                                
20130305084400,2000,Dodge                                                                 ,CARAVAN                       ,Gold/Gold                                                             ,Station Wagon                                                         
20130305094106,1992,Buick                                                                 ,PARK AVENUE                   ,Gold/Gold                                                             ,4-Door                                                                
20130305114702,2007,General Motors Corp.                                                  ,3500,Orange/Orange                                                         ,Pick-up Truck                                                         
20130305134904,1963,Pontiac                                                               ,                              ,White/White                                                           ,2-Door                                                                
20130305193600,1997,Toyota                                                                ,AVALON                        ,"Green, Dark/Green, Dark                                               ",4-Door                                                                
20130305225002,2002,Nissan                                                                ,ALTIMA                        ,Tan/Tan                                                               ,4-Door                                                                
20130306001100,1997,Nissan                                                                ,ALTIMA                        ,Beige/Beige                                                           ,4-Door                                                                
20130306030600,2005,Honda                                                                 ,ODYSSEY                       ,Gray/                                                                 ,Van                                                                   
20130306110902,2013,Chevrolet                                                             ,CRUZE                         ,White/White                                                           ,4-Door                                                                
20130306112802,2011,BMW                                                                   ,350I                          ,Gray/Gray                                                             ,4-Door                                                                
20130306114102,2012,Toyota                                                                ,RAZ 4                         ,Silver/Silver                                                         ,Sport Utility Vehicle                                                 
20130306151306,2013,General Motors Corp.                                                  ,YUKON                         ,White/White                                                           ,Sport Utility Vehicle                                                 
20130306234301,    ,Unknown                                                               ,                              ,Yellow/Yellow                                                         ,Bobcat                                                                
20130307053301,2003,BMW                                                                   ,330CI                         ,Silver/Silver                                                         ,2-Door                                                                
20130307070102,2001,Infiniti                                                              ,I30                           ,Silver/Silver                                                         ,4-Door                                                                
20130307072705,1999,Honda                                                                 ,CIVIC                         ,Red/Red                                                               ,2-Door                                                                
20130307074700,1985,Chevrolet                                                             ,CAPPRICE CLASSIC              ,Black/                                                                ,4-Door                                                                
20130307082602,2005,Chrysler                                                              ,300,"Blue, Dark/Blue, Dark                                                 ",4-Door                                                                
20130307092100,1990,Acura                                                                 ,INTERGA                       ,Black/Black                                                           ,4-Door                                                                
20130307135401,2001,Honda                                                                 ,ACCORD                        ,White/White                                                           ,4-Door                                                                
20130307153403,2013,Hyundai                                                               ,SONATA                        ,Red/Red                                                               ,4-Door                                                                
20130307164900,2000,Volvo                                                                 ,TRAILER                       ,White/White                                                           ,Semi-Trailer                                                          
20130308003801,1997,Chevrolet                                                             ,LUMINA                        ,White/White                                                           ,4-Door                                                                
20130308062900,2002,Cadillac                                                              ,DEVILLE                       ,Gray/Gray                                                             ,4-Door                                                                
20130308092904,2002,Dodge                                                                 ,STRATUS                       ,Gray/Gray                                                             ,4-Door                                                                
20130308102003,2012,Mack Trucks                                                           ,600,White/White                                                           ,Semi-Tractor                                                          
20130308111501,1992,Cadillac                                                              ,                              ,"Blue, Dark/Blue, Dark                                                 ",4-Door                                                                
20130308214600,2009,Honda                                                                 ,CHF50                         ,Red/Red                                                               ,Moped                                                                 
20130309013300,2004,Dodge                                                                 ,RAM                           ,Yellow/Yellow                                                         ,Pick-up Truck                                                         
20130309165800,2000,Nissan                                                                ,MAXIMA SE                     ,Tan/Tan                                                               ,4-Door                                                                
20130309184302,2004,Nissan                                                                ,TITAN                         ,White/White                                                           ,Pick-up Truck                                                         
20130309185100,2002,Pontiac                                                               ,BONNEVILLE                    ,Burgundy/Burgundy                                                     ,4-Door                                                                
20130309185300,2004,Infiniti                                                              ,G35                           ,Gray/Gray                                                             ,4-Door                                                                
20130310031600,2005,Chrysler                                                              ,SEBRING                       ,White/White                                                           ,4-Door                                                                
20130310043603,2006,Honda                                                                 ,CIVIC                         ,Silver/Silver                                                         ,4-Door                                                                
20130310095703,2003,Ford                                                                  ,ESCORT                        ,Gray/Gray                                                             ,2-Door                                                                
20130310140802,2006,Dodge                                                                 ,CHARGER                       ,Red/Red                                                               ,4-Door                                                                
20130310141701,2000,Buick                                                                 ,LESABRE                       ,Blue/Blue                                                             ,4-Door                                                                
20130310155402,2003,Infiniti                                                              ,G35                           ,Silver/Silver                                                         ,4-Door                                                                
20130310165300,1996,Ford                                                                  ,CROWN VICTORIA                ,Green/Green                                                           ,4-Door                                                                
