Complaint_No,Vehicle_Year,Vechicle_Make,Vehicle_Model,Vehicle_Color,Vehicle_Body
20161009075200,1997,Pontiac                                                               ,                              ,White/White                                                           ,Van                                                                   
20161009084402,2014,Cadillac                                                              ,CTS                           ,Red/Red                                                               ,4-Door                                                                
20161009094502,1999,Mitsubishi                                                            ,GALANT                        ,White/White                                                           ,2-Door                                                                
20161009095100,2004,Chevrolet                                                             ,VAN                           ,White/White                                                           ,Van                                                                   
20161009104401,2016,Toyota                                                                ,COROLLA                       ,Gray/Gray                                                             ,4-Door                                                                
20161009113203,2007,Chevrolet                                                             ,AVEO                          ,Orange/Orange                                                         ,4-Door                                                                
20161009113502,2015,Other - STREET BIKE                                                   ,ZXR    49CC                   ,Yellow/Yellow                                                         ,Moped                                                                 
20161009124500,2003,Ford                                                                  ,F150                          ,Silver/                                                               ,Pick-up Truck                                                         
20161009225601,2005,Toyota                                                                ,CAMERY                        ,Gold/Gold                                                             ,4-Door                                                                
20161010053301,1997,Buick                                                                 ,CENTURY CUSTOM                ,Blue/Blue                                                             ,4-Door                                                                
20161010075003,2013,Ford                                                                  ,FIESTA                        ,"Green, Light/Green, Light                                             ",4-Door                                                                
20161010093001,2007,Chrysler                                                              ,300,Blue/Blue                                                             ,4-Door                                                                
20161010103302,2015,Chevrolet                                                             ,CITYEXPRESS VAN               ,White/White                                                           ,Van                                                                   
20161010141100,2003,Ford                                                                  ,TAURUS                        ,Gray/Gray                                                             ,4-Door                                                                
20161010183301,1999,Acura                                                                 ,INTEGRA                       ,Silver/Silver                                                         ,2-Door                                                                
20161011064001,2014,Volkswagen                                                            ,PASSAT                        ,Black/Black                                                           ,4-Door                                                                
20161011064600,2013,Dodge                                                                 ,CHALLENGER                    ,White/White                                                           ,2-Door                                                                
20161011065602,1998,Chevrolet                                                             ,BLAZER                        ,Burgundy/Burgundy                                                     ,Sport Utility Vehicle                                                 
20161011073101,2010,Pontiac                                                               ,G6                            ,White/White                                                           ,4-Door                                                                
20161011083401,2007,Nissan                                                                ,ALTIMA                        ,Brown/Brown                                                           ,4-Door                                                                
20161011102300,2010,Audi                                                                  ,A6                            ,Black/Black                                                           ,4-Door                                                                
20161011110204,2014,Chevrolet                                                             ,TAHOE                         ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20161011115001,2016,Honda                                                                 ,PILOT                         ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20161011122600,2011,LandRover                                                             ,LR4                           ,Blue/Blue                                                             ,Sport Utility Vehicle                                                 
20161011124501,2012,Chevrolet                                                             ,MALIBU                        ,Gold/Gold                                                             ,4-Door                                                                
20161011160301,1997,Ford                                                                  ,WINDSTAR                      ,Gold/Gold                                                             ,Van                                                                   
20161011170102,1998,Toyota                                                                ,CAMRY                         ,White/White                                                           ,4-Door                                                                
20161011170103,2015,Chevrolet                                                             ,IMPALA                        ,Black/Black                                                           ,4-Door                                                                
20161011170701,1999,Ford                                                                  ,EXPEDITION                    ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20161011190300,    ,Honda                                                                 ,CIVIC                         ,Gray/Gray                                                             ,4-Door                                                                
20161011192601,1998,Audi                                                                  ,A4 2.8 QUATTRO                ,Gray/Gray                                                             ,4-Door                                                                
20161011233300,2006,Chevrolet                                                             ,COBALT                        ,Orange/                                                               ,4-Door                                                                
20161012005500,2007,General Motors Corp.                                                  ,YUKON                         ,Burgundy/Burgundy                                                     ,Sport Utility Vehicle                                                 
20161012051400,2010,Jeep - 1989 and Newer                                                 ,WRANGLER                      ,Black/Blue                                                            ,Sport Utility Vehicle                                                 
20161012072200,2011,Ford                                                                  ,SRW SUPER DUTY                ,White/White                                                           ,Pick-up Truck                                                         
20161012073602,2004,Ford                                                                  ,EXPLORER                      ,Silver/Silver                                                         ,Sport Utility Vehicle                                                 
20161012081100,2013,Other - HINO BOX TRUCK                                                ,                              ,White/White                                                           ,Other - Box Truck                                                     
20161012081605,2006,Ford                                                                  ,SUPER DUTY TK                 ,Black/Beige                                                           ,Pick-up Truck                                                         
20161012082601,2016,Volkswagen                                                            ,JETTA                         ,White/White                                                           ,4-Door                                                                
20161012085403,2011,Suzuki                                                                ,GSXR 750                      ,Black/Black                                                           ,Motorcycle                                                            
20161012090704,2012,Ford                                                                  ,E450                          ,White/Orange                                                          ,Other - U-HAUL TRUCK                                                  
20161012102701,2004,General Motors Corp.                                                  ,ENVOY                         ,Red/Red                                                               ,Sport Utility Vehicle                                                 
20161012125303,1997,Honda                                                                 ,CIVIC                         ,"Blue, Light/Blue, Light                                               ",4-Door                                                                
20161012140503,2007,Honda                                                                 ,ODYSSEY                       ,White/White                                                           ,Van                                                                   
20161012150002,2015,General Motors Corp.                                                  ,                              ,Yellow/Yellow                                                         ,Other - 16FT BOX TRUCK                                                
20161012164200,2015,Other - MOPED                                                         ,                              ,Black/Black                                                           ,Moped                                                                 
20161012180400,1998,Buick                                                                 ,LESABRE                       ,White/White                                                           ,4-Door                                                                
20161012180400,2003,Ford                                                                  ,MUSTANG                       ,White/White                                                           ,4-Door                                                                
20161012192600,2006,Jeep - 1989 and Newer                                                 ,GRAND CHEROKEE                ,Brown/Brown                                                           ,Sport Utility Vehicle                                                 
20161012194000,1998,Toyota                                                                ,CAMRY                         ,Silver/Silver                                                         ,4-Door                                                                
20161013004000,2017,Hyundai                                                               ,ELANTRA                       ,Blue/Blue                                                             ,4-Door                                                                
20161013073902,2002,Nissan                                                                ,MAXIMA                        ,Gold/Gold                                                             ,4-Door                                                                
20161013080602,2005,Dodge                                                                 ,RAM                           ,Blue/Blue                                                             ,Pick-up Truck                                                         
20161013080901,2012,Dodge                                                                 ,JOURNEY                       ,Gray/Gray                                                             ,Sport Utility Vehicle                                                 
20161013081104,2001,Ford                                                                  ,TAURUS                        ,White/White                                                           ,4-Door                                                                
20161013084102,2005,Chrysler                                                              ,CN                            ,Blue/Blue                                                             ,2-Door                                                                
20161013131500,2009,Toyota                                                                ,CAMRY                         ,Blue/Blue                                                             ,4-Door                                                                
20161013134000,2012,Suzuki                                                                ,GRAND VITARA P                ,Gray/Gray                                                             ,Sport Utility Vehicle                                                 
20161014041301,2012,Ford                                                                  ,MUSTANG                       ,Black/Black                                                           ,2-Door                                                                
20161014072600,2014,Chevrolet                                                             ,SILVERADO                     ,Gray/Gray                                                             ,4-Door                                                                
20161014074800,2016,BMW                                                                   ,320 I                         ,White/White                                                           ,4-Door                                                                
20161014075900,2008,Buick                                                                 ,LUCERNE                       ,Red/Tan                                                               ,4-Door                                                                
20161014093700,2005,Freightliner Corp                                                     ,CENTURY                       ,Burgundy/Burgundy                                                     ,Semi-Tractor                                                          
20161014111101,2001,Toyota                                                                ,CMARY                         ,Silver/Silver                                                         ,4-Door                                                                
20161014122300,2002,Buick                                                                 ,PARK AVENUE                   ,Gray/Gray                                                             ,4-Door                                                                
20161014122601,2007,BMW                                                                   ,328I                          ,White/White                                                           ,4-Door                                                                
20161014153202,2008,Chevrolet                                                             ,IMPALA                        ,Brown/Brown                                                           ,4-Door                                                                
20161014153300,2001,Other - Tomos                                                         ,MOPED                         ,Black/                                                                ,Moped                                                                 
20161014161600,1995,Honda                                                                 ,ACCORD                        ,Gold/Gold                                                             ,4-Door                                                                
20161014201501,2008,Jeep - 1989 and Newer                                                 ,LIBERTY                       ,Blue/Blue                                                             ,4-Door                                                                
20161014205801,    ,Mercedes Benz                                                         ,E-350                         ,Silver/Silver                                                         ,4-Door                                                                
20161014214000,2004,Ford                                                                  ,ECONOLINE                     ,White/White                                                           ,Van                                                                   
20161014230500,1999,Honda                                                                 ,CIVIC                         ,Green/Green                                                           ,4-Door                                                                
20161015014801,2015,Ford                                                                  ,FOCUS                         ,Silver/Silver                                                         ,4-Door                                                                
20161015031100,1974,Mercury                                                               ,MONTERREY                     ,Black/Yellow                                                          ,4-Door                                                                
20161015054901,2003,Toyota                                                                ,COROLLA                       ,Blue/Blue                                                             ,4-Door                                                                
20161015081200,2001,Cadillac                                                              ,STS SEVILLE                   ,Green/Green                                                           ,4-Door                                                                
20161015091501,2005,Chevrolet                                                             ,MONTE CARLO                   ,Gray/Gray                                                             ,2-Door                                                                
20161015092801,2006,Ford                                                                  ,TAURUS                        ,Gold/Gold                                                             ,4-Door                                                                
20161015102600,2007,Other - Q-LINK                                                        ,SIENNA 150                    ,Black/Black                                                           ,Moped                                                                 
20161015122900,    ,Honda                                                                 ,XR80                          ,Red/Silver                                                            ,Other - Child Dirt Bike                                               
20161015143803,2002,Ford                                                                  ,EXPLORER                      ,Tan/Tan                                                               ,Sport Utility Vehicle                                                 
20161015175201,    ,Honda                                                                 ,CRF                           ,White/Red                                                             ,Motorcycle                                                            
20161015175201,2013,Yamaha                                                                ,YZZ25OTI                      ,White/White                                                           ,Motorcycle                                                            
20161015180900,2006,Ford                                                                  ,MUSTANG                       ,Silver/                                                               ,2-Door                                                                
20161015193608,2010,General Motors Corp.                                                  ,TERRAIN                       ,Burgundy/Burgundy                                                     ,Sport Utility Vehicle                                                 
20161015194500,2014,Chevrolet                                                             ,SONIC                         ,Black/Black                                                           ,4-Door                                                                
20161015220000,2009,Chrysler                                                              ,MINIVAN                       ,Gray/Gray                                                             ,Van                                                                   
20161016033004,2007,Chevrolet                                                             ,AVALANCHE                     ,Orange/                                                               ,Sport Utility Vehicle                                                 
20161016050600,2016,Nissan                                                                ,ALTIMA                        ,White/White                                                           ,4-Door                                                                
20161016055101,2001,Ford                                                                  ,F-350 SUPER CREW CAB          ,Orange/Orange                                                         ,Pick-up Truck                                                         
20161016055101,1989,Ford                                                                  ,MUSTANG                       ,Black/Black                                                           ,2-Door                                                                
20161016073301,2007,Toyota                                                                ,CAMRY                         ,"Blue, Light/Blue, Light                                               ",4-Door                                                                
20161016100201,2013,Nissan                                                                ,ROGUE                         ,White/White                                                           ,4-Door                                                                
20161016110200,1997,Ford                                                                  ,F-150                         ,Red/Red                                                               ,Pick-up Truck                                                         
20161016110603,2015,Mercedes Benz                                                         ,ML400                         ,Gray/Gray                                                             ,Sport Utility Vehicle                                                 
20161016113802,2015,Dodge                                                                 ,RAM 1500                      ,Black/Black                                                           ,Pick-up Truck                                                         
20161016123302,2007,Chevrolet                                                             ,SILVERADO                     ,White/White                                                           ,Pick-up Truck                                                         
20161016123803,2008,Nissan                                                                ,ALTIMA                        ,"Blue, Dark/Blue, Dark                                                 ",4-Door                                                                
20161016125300,2004,Suzuki                                                                ,GSX-R1                        ,Blue/Blue                                                             ,Motorcycle                                                            
20161016162801,2002,Chevrolet                                                             ,TAHOE                         ,White/White                                                           ,Sport Utility Vehicle                                                 
20161017023302,2001,BMW                                                                   ,330I                          ,Silver/Silver                                                         ,4-Door                                                                
20161017070800,2009,Suzuki                                                                ,RM-Z450                       ,Black/Yellow                                                          ,Motorcycle                                                            
20161017114101,2014,Toyota                                                                ,COROLLA                       ,Gray/Gray                                                             ,4-Door                                                                
20161017142403,2002,Yamaha                                                                ,YZFR6                         ,Blue/Pink                                                             ,Motorcycle                                                            
20161017153405,2004,Yamaha                                                                ,R6                            ,White/White                                                           ,Motorcycle                                                            
20161017201401,2000,Honda                                                                 ,CIVIC                         ,White/White                                                           ,2-Door                                                                
20161017220201,    ,Nissan                                                                ,SENTRA                        ,Silver/Silver                                                         ,4-Door                                                                
20161018000201,1999,Jeep - 1989 and Newer                                                 ,GRAND CHEROKEE                ,Red/Red                                                               ,Sport Utility Vehicle                                                 
20161018044200,2006,Dodge                                                                 ,CHARGER                       ,Gray/Gray                                                             ,4-Door                                                                
20161018053702,2009,Saturn - G M Div                                                      ,AURA                          ,Black/Black                                                           ,4-Door                                                                
20161018053702,2009,Saturn - G M Div                                                      ,                              ,Black/                                                                ,4-Door                                                                
20161018071301,2015,Isuzu                                                                 ,NPR                           ,White/White                                                           ,Other - 16 foot Ryder Truck                                           
20161018072901,2013,Ford                                                                  ,EDGE SPORT                    ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20161018073100,2015,Ford                                                                  ,DRW SUPER DUTY F550           ,White/Black                                                           ,Other - Flatbed                                                       
20161018075003,1991,Acura                                                                 ,INTEGRA LS                    ,Red/Red                                                               ,2-Door                                                                
20161018081303,2013,Volvo                                                                 ,S60                           ,White/White                                                           ,4-Door                                                                
20161018083401,2006,Nissan                                                                ,ALTIMA                        ,Gray/Gray                                                             ,4-Door                                                                
20161018085601,2000,Honda                                                                 ,CIVIC                         ,Green/                                                                ,2-Door                                                                
20161018093600,1993,Honda                                                                 ,CIVIC                         ,Purple/Purple                                                         ,2-Door                                                                
20161018101000,2013,Toyota                                                                ,AVALON                        ,Silver/Silver                                                         ,4-Door                                                                
20161018142800,2007,Ford                                                                  ,E456                          ,White/White                                                           ,Other - U-Haul Truck                                                  
20161018161602,    ,General Motors Corp.                                                  ,                              ,White/Orange                                                          ,Other - 26 FOOT MOVING TRUCK                                          
20161018171500,2003,Honda                                                                 ,ACCORD                        ,Teal/Teal                                                             ,4-Door                                                                
20161018171903,2016,Fiat                                                                  ,500 X                         ,Silver/Silver                                                         ,4-Door                                                                
20161018204401,2000,Nissan                                                                ,SENTRA                        ,Silver/Silver                                                         ,4-Door                                                                
20161018215105,2012,Nissan                                                                ,ROGUE                         ,Silver/Silver                                                         ,Sport Utility Vehicle                                                 
20161019030801,1992,Mercury                                                               ,GRAND MARQUIS 4S              ,White/White                                                           ,4-Door                                                                
20161019050200,2015,Other - Leike                                                         ,SUPER HORNET                  ,Black/Black                                                           ,Motorcycle                                                            
20161019053901,2002,Honda                                                                 ,CR-V                          ,Gold/Gold                                                             ,Station Wagon                                                         
20161019093701,2016,Ford                                                                  ,EXPLORER                      ,Black/Black                                                           ,4-Door                                                                
20161019110204,1996,Jeep - 1989 and Newer                                                 ,GRAND CHEROKEE                ,White/White                                                           ,Sport Utility Vehicle                                                 
20161019125600,2007,Chevrolet                                                             ,IMPALA                        ,White/White                                                           ,4-Door                                                                
20161019125901,2004,Chevrolet                                                             ,IMPALA                        ,Gold/Gold                                                             ,Unknown                                                               
20161019130801,2000,Freightliner Corp                                                     ,                              ,Black/Black                                                           ,Semi-Tractor                                                          
20161019131202,2005,Other - Ruddy                                                         ,UL                            ,Black/Black                                                           ,Other - trailer                                                       
20161019152803,2005,Cadillac                                                              ,CTS                           ,Silver/Silver                                                         ,4-Door                                                                
20161019154601,2016,Nissan                                                                ,VERSA NOTE                    ,White/White                                                           ,4-Door                                                                
20161019154900,2006,Hyundai                                                               ,ELNATRA                       ,Black/Black                                                           ,4-Door                                                                
20161019171301,2012,Volkswagen                                                            ,TIGUAN                        ,White/White                                                           ,Sport Utility Vehicle                                                 
20161019183405,2015,Buick                                                                 ,ENCORE                        ,Unknown/Unknown                                                       ,4-Door                                                                
20161019210401,1994,Honda                                                                 ,ACCORD                        ,Black/Black                                                           ,4-Door                                                                
20161020061500,1994,Nissan                                                                ,ALTIMA                        ,Silver/Silver                                                         ,4-Door                                                                
20161020073702,2011,Buick                                                                 ,LUCERNE CX                    ,Silver/Silver                                                         ,4-Door                                                                
20161020080900,2013,Other - Peace Sports                                                  ,TPATV512-125                  ,Camouflage/Camouflage                                                 ,Other - ATV                                                           
20161020083801,2002,Suzuki                                                                ,GSX 1300 R                    ,Gray/Gray                                                             ,Motorcycle                                                            
20161020090801,2000,Ford                                                                  ,SRW SUPER DUTY                ,White/Tan                                                             ,Pick-up Truck                                                         
20161020092200,2011,Honda                                                                 ,ACCORD                        ,Brown/Brown                                                           ,4-Door                                                                
20161020095502,2002,Honda                                                                 ,CBR600                        ,Black/Black                                                           ,Motorcycle                                                            
20161020103701,2012,Other - ZHNG                                                          ,GMW RX50                      ,"Blue, Dark/Blue, Dark                                                 ",Moped                                                                 
20161020103702,2012,Ford                                                                  ,MUSTANG                       ,Brown/Brown                                                           ,2-Door                                                                
20161020113201,2016,Ford                                                                  ,FUSION                        ,Black/Black                                                           ,4-Door                                                                
20161020115500,2016,Ford                                                                  ,MUSTANG                       ,Silver/Silver                                                         ,2-Door                                                                
20161020120802,2004,Chrysler                                                              ,300,Green/Green                                                           ,4-Door                                                                
20161020120802,    ,Ford                                                                  ,MUSTANG                       ,Unknown/Unknown                                                       ,2-Door                                                                
20161020120802,2004,Chevrolet                                                             ,TAHOE                         ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20161020120802,    ,Ford                                                                  ,TAURUS                        ,White/White                                                           ,4-Door                                                                
20161020120802,2004,Mitsubishi                                                            ,                              ,Blue/Blue                                                             ,4-Door                                                                
20161020120802,    ,Ford                                                                  ,                              ,White/White                                                           ,4-Door                                                                
20161020131600,2016,Ford                                                                  ,MUSTANG                       ,Yellow/Yellow                                                         ,2-Door                                                                
20161020140700,2016,Other - Taoi                                                          ,JAZZY                         ,Black/Black                                                           ,Moped                                                                 
20161020154300,2000,Nissan                                                                ,MAXIMA                        ,White/White                                                           ,4-Door                                                                
20161020180604,1997,Dodge                                                                 ,RAM 1500                      ,Brown/Brown                                                           ,Pick-up Truck                                                         
20161020221401,2006,Jeep - 1989 and Newer                                                 ,LIBERTY                       ,"Green, Light/Green, Light                                             ",4-Door                                                                
20161021003001,1999,Nissan                                                                ,PATH FINDER                   ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20161021045300,2001,Chevrolet                                                             ,S-10                          ,Red/Red                                                               ,Pick-up Truck                                                         
20161021054602,2003,Lexus                                                                 ,GX470                         ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20161021061902,2002,Ford                                                                  ,EXPLORER                      ,"Blue, Dark/Blue, Dark                                                 ",Sport Utility Vehicle                                                 
20161021070301,1996,Honda                                                                 ,ACCORD                        ,Tan/                                                                  ,4-Door                                                                
20161021101905,2005,Toyota                                                                ,COROLLA                       ,"Blue, Dark/Blue, Dark                                                 ",4-Door                                                                
20161021104800,2005,Pontiac                                                               ,GRAND PRIX                    ,Burgundy/Burgundy                                                     ,4-Door                                                                
